h,h_p,lambda,gamma,run_index,active_set,majority
0.8,0.5,0.2,0.3,7,1221.466,973.019
0.8,0.5,0.2,0.3,8,1208.429,986.246
0.8,0.5,0.2,0.3,9,1193.015,954.636
0.8,0.5,0.2,0.4,0,1227.379,1012.809
0.8,0.5,0.2,0.4,1,1200.929,969.438
0.8,0.5,0.2,0.4,2,1185.755,937.875
0.8,0.5,0.2,0.4,3,1183.856,953.518
0.8,0.5,0.2,0.4,4,1228.707,1011.664
0.8,0.5,0.2,0.4,5,1218.425,990.099
0.8,0.5,0.2,0.4,6,1226.592,1012.181
0.8,0.5,0.2,0.4,7,1223.123,983.883
0.8,0.5,0.2,0.4,8,1217.988,1006.594
0.8,0.5,0.2,0.4,9,1199.122,973.479
0.8,0.5,0.2,0.5,0,1229.453,1020.984
0.8,0.5,0.2,0.5,1,1202.218,978.873
0.8,0.5,0.2,0.5,2,1191.589,953.55
0.8,0.5,0.2,0.5,3,1189.087,966.625
0.8,0.5,0.2,0.5,4,1228.541,1019.434
0.8,0.5,0.2,0.5,5,1220.493,1000.357
0.8,0.5,0.2,0.5,6,1228.171,1019.844
0.8,0.5,0.2,0.5,7,1228.409,989.615
0.8,0.5,0.2,0.5,8,1220.65,1013.069
0.8,0.5,0.2,0.5,9,1200.589,978.57
0.8,0.5,0.2,0.6,0,1231.356,1026.708
0.8,0.5,0.2,0.6,1,1203.449,985.414
0.8,0.5,0.2,0.6,2,1192.323,956.893
0.8,0.5,0.2,0.6,3,1190.74,974.791
0.8,0.5,0.2,0.6,4,1232.159,1033.642
0.8,0.5,0.2,0.6,5,1221.32,1003.68
0.8,0.5,0.2,0.6,6,1229.946,1028.428
0.8,0.5,0.2,0.6,7,1224.988,994.855
0.8,0.5,0.2,0.6,8,1219.019,1018.805
0.8,0.5,0.2,0.6,9,1202.476,988.262
0.8,0.5,0.2,0.7,0,1232.219,1030.75
0.8,0.5,0.2,0.7,1,1201.565,986.734
0.8,0.5,0.2,0.7,2,1192.277,960.653
0.8,0.5,0.2,0.7,3,1191.876,977.254
0.8,0.5,0.2,0.7,4,1231.41,1032.43
0.8,0.5,0.2,0.7,5,1221.16,1010.583
0.8,0.5,0.2,0.7,6,1229.544,1031.015
0.8,0.5,0.2,0.7,7,1230.229,1007.222
0.8,0.5,0.2,0.7,8,1224.232,1028.435
0.8,0.5,0.2,0.7,9,1201.519,991.297
0.8,0.5,0.2,0.8,0,1234.346,1041.694
0.8,0.5,0.2,0.8,1,1204.086,996.133
0.8,0.5,0.2,0.8,2,1193.519,974.728
0.8,0.5,0.2,0.8,3,1191.463,986.112
0.8,0.5,0.2,0.8,4,1233.027,1041.863
0.8,0.5,0.2,0.8,5,1227.151,1022.263
0.8,0.5,0.2,0.8,6,1230.589,1037.218
0.8,0.5,0.2,0.8,7,1232.306,1016.303
0.8,0.5,0.2,0.8,8,1222.708,1033.565
0.8,0.5,0.2,0.8,9,1204.806,1004.062
0.8,0.5,0.2,0.9,0,1236.457,1050.531
0.8,0.5,0.2,0.9,1,1204.826,1004.503
0.8,0.5,0.2,0.9,2,1192.803,978.371
0.8,0.5,0.2,0.9,3,1189.305,989.654
0.8,0.5,0.2,0.9,4,1234.91,1046.846
0.8,0.5,0.2,0.9,5,1226.234,1029.824
0.8,0.5,0.2,0.9,6,1230.187,1042.712
0.8,0.5,0.2,0.9,7,1232.109,1023.654
0.8,0.5,0.2,0.9,8,1220.556,1042.102
0.8,0.5,0.2,0.9,9,1202.271,1010.32
0.8,0.5,0.5,0.1,0,1124.73,821.947
0.8,0.5,0.5,0.1,1,1112.625,805.419
0.8,0.5,0.5,0.1,2,1103.533,775.969
0.8,0.5,0.5,0.1,3,1086.124,769.952
0.8,0.5,0.5,0.1,4,1130.54,829.435
0.8,0.5,0.5,0.1,5,1125.234,812.666
0.8,0.5,0.5,0.1,6,1125.557,821.474
0.8,0.5,0.5,0.1,7,1142.959,828.661
0.8,0.5,0.5,0.1,8,1129.301,839.697
0.8,0.5,0.5,0.1,9,1111.223,801.993
0.8,0.5,0.5,0.2,0,1165.795,885.75
0.8,0.5,0.5,0.2,1,1146.966,863.059
0.8,0.5,0.5,0.2,2,1136.193,827.585
0.8,0.5,0.5,0.2,3,1139.182,853.037
0.8,0.5,0.5,0.2,4,1168.598,889.526
0.8,0.5,0.5,0.2,5,1164.285,873.411
0.8,0.5,0.5,0.2,6,1162.944,880.594
0.8,0.5,0.5,0.2,7,1178.014,881.222
0.8,0.5,0.5,0.2,8,1163.824,891.159
0.8,0.5,0.5,0.2,9,1147.15,859.796
0.8,0.5,0.5,0.3,0,1193.79,935.627
0.8,0.5,0.5,0.3,1,1168.455,898.958
0.8,0.5,0.5,0.3,2,1157.997,870.7
0.8,0.5,0.5,0.3,3,1157.163,888.195
0.8,0.5,0.5,0.3,4,1190.275,929.719
0.8,0.5,0.5,0.3,5,1186.587,917.396
0.8,0.5,0.5,0.3,6,1188.283,925.043
0.8,0.5,0.5,0.3,7,1199.912,921.27
0.8,0.5,0.5,0.3,8,1178.448,919.947
0.8,0.5,0.5,0.3,9,1164.498,893.034
0.8,0.5,0.5,0.4,0,1211.624,969.169
0.8,0.5,0.5,0.4,1,1184.597,931.223
0.8,0.5,0.5,0.4,2,1174.681,902.997
0.8,0.5,0.5,0.4,3,1172.169,917.067
0.8,0.5,0.5,0.4,4,1205.798,960.373
0.8,0.5,0.5,0.4,5,1197.996,940.224
0.8,0.5,0.5,0.4,6,1205.348,958.093
0.8,0.5,0.5,0.4,7,1208.416,942.061
0.8,0.5,0.5,0.4,8,1193.172,950.031
0.8,0.5,0.5,0.4,9,1180.618,927.291
0.8,0.5,0.5,0.5,0,1220.158,990.474
0.8,0.5,0.5,0.5,1,1193.666,954.656
0.8,0.5,0.5,0.5,2,1183.992,928.737
0.8,0.5,0.5,0.5,3,1181.635,938.071
0.8,0.5,0.5,0.5,4,1218.284,987.813
0.8,0.5,0.5,0.5,5,1213.635,973.401
0.8,0.5,0.5,0.5,6,1216.84,985.139
0.8,0.5,0.5,0.5,7,1215.884,960.893
0.8,0.5,0.5,0.5,8,1204.164,971.712
0.8,0.5,0.5,0.5,9,1190.394,947.73
0.8,0.5,0.5,0.6,0,1224.647,1008.236
0.8,0.5,0.5,0.6,1,1197.664,967.677
0.8,0.5,0.5,0.6,2,1190.19,946.54
0.8,0.5,0.5,0.6,3,1186.893,959.476
0.8,0.5,0.5,0.6,4,1223.589,1004.045
0.8,0.5,0.5,0.6,5,1219.382,992.04
0.8,0.5,0.5,0.6,6,1222.019,1004.649
0.8,0.5,0.5,0.6,7,1222.148,980.755
0.8,0.5,0.5,0.6,8,1211.309,994.468
0.8,0.5,0.5,0.6,9,1198.008,968.27
0.8,0.5,0.5,0.7,0,1230.221,1021.963
0.8,0.5,0.5,0.7,1,1201.839,983.692
0.8,0.5,0.5,0.7,2,1192.758,959.903
0.8,0.5,0.5,0.7,3,1185.015,964.034
0.8,0.5,0.5,0.7,4,1230.437,1026.622
0.8,0.5,0.5,0.7,5,1224.084,1008.722
0.8,0.5,0.5,0.7,6,1228.565,1024.541
0.8,0.5,0.5,0.7,7,1230.28,1000.295
0.8,0.5,0.5,0.7,8,1215.439,1009.25
0.8,0.5,0.5,0.7,9,1199.977,983.016
0.8,0.5,0.5,0.8,0,1232.362,1038.593
0.8,0.5,0.5,0.8,1,1203.921,992.917
0.8,0.5,0.5,0.8,2,1193.473,973.489
0.8,0.5,0.5,0.8,3,1188.94,980.906
0.8,0.5,0.5,0.8,4,1230.925,1039.344
0.8,0.5,0.5,0.8,5,1222.099,1019.663
0.8,0.5,0.5,0.8,6,1232.845,1039.366
0.8,0.5,0.5,0.8,7,1229.7,1012.46
0.8,0.5,0.5,0.8,8,1224.23,1031.925
0.8,0.5,0.5,0.8,9,1203.998,996.536
0.8,0.5,0.5,0.9,0,1231.729,1048.017
0.8,0.5,0.5,0.9,1,1203.97,1007.768
0.8,0.5,0.5,0.9,2,1194.056,984.876
0.8,0.5,0.5,0.9,3,1191.288,996.529
0.8,0.5,0.5,0.9,4,1233.439,1049.013
0.8,0.5,0.5,0.9,5,1225.251,1032.872
0.8,0.5,0.5,0.9,6,1235.036,1050.496
0.8,0.5,0.5,0.9,7,1227.847,1021.309
0.8,0.5,0.5,0.9,8,1220.861,1041.515
0.8,0.5,0.5,0.9,9,1201.342,1010.927
0.8,0.5,0.8,0.1,0,1072.243,747.67
0.8,0.5,0.8,0.1,1,1071.633,747.744
0.8,0.5,0.8,0.1,2,1055.064,706.703
0.8,0.5,0.8,0.1,3,1055.033,724.042
0.8,0.5,0.8,0.1,4,1069.266,743.732
0.8,0.5,0.8,0.1,5,1084.333,754.501
0.8,0.5,0.8,0.1,6,1073.251,746.857
0.8,0.5,0.8,0.1,7,1101.44,768.728
0.8,0.5,0.8,0.1,8,1096.719,789.638
0.8,0.5,0.8,0.1,9,1068.513,741.11
0.8,0.5,0.8,0.2,0,1133.221,834.764
0.8,0.5,0.8,0.2,1,1117.849,813.29
0.8,0.5,0.8,0.2,2,1109.885,787.618
0.8,0.5,0.8,0.2,3,1097.382,788.349
0.8,0.5,0.8,0.2,4,1130.509,831.108
0.8,0.5,0.8,0.2,5,1125.154,814.255
0.8,0.5,0.8,0.2,6,1131.978,830.44
0.8,0.5,0.8,0.2,7,1146.178,831.192
0.8,0.5,0.8,0.2,8,1130.978,841.296
0.8,0.5,0.8,0.2,9,1115.102,808.696
0.8,0.5,0.8,0.3,0,1168.875,889.464
0.8,0.5,0.8,0.3,1,1147.422,860.68
0.8,0.5,0.8,0.3,2,1139.877,836.313
0.8,0.5,0.8,0.3,3,1129.883,840.262
0.8,0.5,0.8,0.3,4,1163.83,882.3
0.8,0.5,0.8,0.3,5,1164.63,874.589
0.8,0.5,0.8,0.3,6,1163.996,880.831
0.8,0.5,0.8,0.3,7,1173.868,879.315
0.8,0.5,0.8,0.3,8,1159.324,884.148
0.8,0.5,0.8,0.3,9,1138.218,847.148
0.8,0.5,0.8,0.4,0,1187.174,925.55
0.8,0.5,0.8,0.4,1,1168.154,898.52
0.8,0.5,0.8,0.4,2,1163.311,876.278
0.8,0.5,0.8,0.4,3,1157.611,888.403
0.8,0.5,0.8,0.4,4,1187.217,923.069
0.8,0.5,0.8,0.4,5,1189.307,919.29
0.8,0.5,0.8,0.4,6,1184.522,917.648
0.8,0.5,0.8,0.4,7,1192.377,912.619
0.8,0.5,0.8,0.4,8,1181.79,922.933
0.8,0.5,0.8,0.4,9,1160.466,889.045
0.8,0.5,0.8,0.5,0,1208.669,964.191
0.8,0.5,0.8,0.5,1,1183.252,929.919
0.8,0.5,0.8,0.5,2,1177.072,909.279
0.8,0.5,0.8,0.5,3,1171.793,916.727
0.8,0.5,0.8,0.5,4,1211.677,969.15
0.8,0.5,0.8,0.5,5,1202.752,949.026
0.8,0.5,0.8,0.5,6,1202.043,955.819
0.8,0.5,0.8,0.5,7,1215.995,950.782
0.8,0.5,0.8,0.5,8,1195.607,953.385
0.8,0.5,0.8,0.5,9,1185.332,930.889
0.8,0.5,0.8,0.6,0,1219.409,991.477
0.8,0.5,0.8,0.6,1,1195.326,958.094
0.8,0.5,0.8,0.6,2,1185.993,932.613
0.8,0.5,0.8,0.6,3,1182.727,945.443
0.8,0.5,0.8,0.6,4,1219.803,992.175
0.8,0.5,0.8,0.6,5,1216.367,977.436
0.8,0.5,0.8,0.6,6,1221.946,995.162
0.8,0.5,0.8,0.6,7,1217.807,968.255
0.8,0.5,0.8,0.6,8,1205.866,982.545
0.8,0.5,0.8,0.6,9,1193.841,953.774
0.8,0.5,0.8,0.7,0,1231.382,1020.726
0.8,0.5,0.8,0.7,1,1199.684,974.636
0.8,0.5,0.8,0.7,2,1193.275,954.7
0.8,0.5,0.8,0.7,3,1188.053,965.223
0.8,0.5,0.8,0.7,4,1228.935,1017.696
0.8,0.5,0.8,0.7,5,1221.701,1003.166
0.8,0.5,0.8,0.7,6,1227.822,1019.894
0.8,0.5,0.8,0.7,7,1229.687,995.924
0.8,0.5,0.8,0.7,8,1221.197,1010.292
0.8,0.5,0.8,0.7,9,1200.872,977.608
0.8,0.5,0.8,0.8,0,1235.001,1038.875
0.8,0.5,0.8,0.8,1,1204.781,996.589
0.8,0.5,0.8,0.8,2,1193.219,971.55
0.8,0.5,0.8,0.8,3,1191.756,985.858
0.8,0.5,0.8,0.8,4,1232.581,1037.631
0.8,0.5,0.8,0.8,5,1226.212,1022.578
0.8,0.5,0.8,0.8,6,1229.669,1032.825
0.8,0.5,0.8,0.8,7,1228.943,1010.121
0.8,0.5,0.8,0.8,8,1220.361,1031.741
0.8,0.5,0.8,0.8,9,1203.793,998.21
0.8,0.5,0.8,0.9,0,1230.945,1049.287
0.8,0.5,0.8,0.9,1,1203.442,1008.596
0.8,0.5,0.8,0.9,2,1192.5,986.638
0.8,0.5,0.8,0.9,3,1190.389,1000.518
0.8,0.5,0.8,0.9,4,1230.99,1047.301
0.8,0.5,0.8,0.9,5,1223.109,1035.639
0.8,0.5,0.8,0.9,6,1226.078,1049.673
0.8,0.5,0.8,0.9,7,1227.685,1023.128
0.8,0.5,0.8,0.9,8,1222.399,1044.403
0.8,0.5,0.8,0.9,9,1203.148,1015.813
0.8,0.5,1.0,0.1,0,1046.822,713.479
0.8,0.5,1.0,0.1,1,1045.393,714.885
0.8,0.5,1.0,0.1,2,1043.333,691.681
0.8,0.5,1.0,0.1,3,1037.741,702.199
0.8,0.5,1.0,0.1,4,1043.918,711.42
0.8,0.5,1.0,0.1,5,1068.102,734.305
0.8,0.5,1.0,0.1,6,1055.853,725.145
0.8,0.5,1.0,0.1,7,1073.487,731.325
0.8,0.5,1.0,0.1,8,1068.24,755.927
0.8,0.5,1.0,0.1,9,1052.351,721.864
0.8,0.5,1.0,0.2,0,1116.256,809.438
0.8,0.5,1.0,0.2,1,1109.592,801.159
0.8,0.5,1.0,0.2,2,1100.042,769.474
0.8,0.5,1.0,0.2,3,1082.635,763.809
0.8,0.5,1.0,0.2,4,1114.472,805.989
0.8,0.5,1.0,0.2,5,1115.06,798.238
0.8,0.5,1.0,0.2,6,1114.404,806.01
0.8,0.5,1.0,0.2,7,1135.682,816.279
0.8,0.5,1.0,0.2,8,1125.67,831.747
0.8,0.5,1.0,0.2,9,1109.253,797.429
0.8,0.5,1.0,0.3,0,1158.59,873.468
0.8,0.5,1.0,0.3,1,1135.873,842.068
0.8,0.5,1.0,0.3,2,1132.193,821.135
0.8,0.5,1.0,0.3,3,1122.405,825.503
0.8,0.5,1.0,0.3,4,1154.792,867.673
0.8,0.5,1.0,0.3,5,1152.123,855.054
0.8,0.5,1.0,0.3,6,1149.633,858.361
0.8,0.5,1.0,0.3,7,1162.535,857.566
0.8,0.5,1.0,0.3,8,1147.226,864.854
0.8,0.5,1.0,0.3,9,1131.61,833.518
0.8,0.5,1.0,0.4,0,1181.782,912.392
0.8,0.5,1.0,0.4,1,1160.535,885.243
0.8,0.5,1.0,0.4,2,1152.155,858.164
0.8,0.5,1.0,0.4,3,1144.781,864.793
0.8,0.5,1.0,0.4,4,1181.446,912.715
0.8,0.5,1.0,0.4,5,1179.459,903.613
0.8,0.5,1.0,0.4,6,1175.783,902.997
0.8,0.5,1.0,0.4,7,1187.621,902.201
0.8,0.5,1.0,0.4,8,1173.653,911.043
0.8,0.5,1.0,0.4,9,1155.801,874.786
0.8,0.5,1.0,0.5,0,1202.725,951.746
0.8,0.5,1.0,0.5,1,1177.772,917.007
0.8,0.5,1.0,0.5,2,1174.928,901.047
0.8,0.5,1.0,0.5,3,1167.193,909.313
0.8,0.5,1.0,0.5,4,1205.612,957.552
0.8,0.5,1.0,0.5,5,1195.922,938.508
0.8,0.5,1.0,0.5,6,1197.417,946.297
0.8,0.5,1.0,0.5,7,1205.103,935.309
0.8,0.5,1.0,0.5,8,1192.677,947.376
0.8,0.5,1.0,0.5,9,1176.154,917.98
0.8,0.5,1.0,0.6,0,1217.648,988.242
0.8,0.5,1.0,0.6,1,1191.194,948.219
0.8,0.5,1.0,0.6,2,1185.875,930.328
0.8,0.5,1.0,0.6,3,1181.076,937.014
0.8,0.5,1.0,0.6,4,1219.265,987.149
0.8,0.5,1.0,0.6,5,1209.654,968.178
0.8,0.5,1.0,0.6,6,1216.927,986.324
0.8,0.5,1.0,0.6,7,1215.983,963.664
0.8,0.5,1.0,0.6,8,1205.859,972.83
0.8,0.5,1.0,0.6,9,1191.275,950.18
0.8,0.5,1.0,0.7,0,1227.503,1015.372
0.8,0.5,1.0,0.7,1,1201.276,974.77
0.8,0.5,1.0,0.7,2,1195.368,956.445
0.8,0.5,1.0,0.7,3,1187.558,959.819
0.8,0.5,1.0,0.7,4,1227.862,1010.946
0.8,0.5,1.0,0.7,5,1217.731,992.638
0.8,0.5,1.0,0.7,6,1225.652,1013.042
0.8,0.5,1.0,0.7,7,1225.862,991.092
0.8,0.5,1.0,0.7,8,1215.976,1003.921
0.8,0.5,1.0,0.7,9,1200.341,977.192
0.8,0.5,1.0,0.8,0,1235.074,1040.202
0.8,0.5,1.0,0.8,1,1203.423,988.878
0.8,0.5,1.0,0.8,2,1193.205,972.842
0.8,0.5,1.0,0.8,3,1189.692,981.101
0.8,0.5,1.0,0.8,4,1233.175,1036.3
0.8,0.5,1.0,0.8,5,1221.067,1012.234
0.8,0.5,1.0,0.8,6,1229.023,1033.752
0.8,0.5,1.0,0.8,7,1229.246,1011.841
0.8,0.5,1.0,0.8,8,1220.227,1026.497
0.8,0.5,1.0,0.8,9,1203.79,997.526
0.8,0.5,1.0,0.9,0,1232.078,1048.385
0.8,0.5,1.0,0.9,1,1203.808,1007.959
0.8,0.5,1.0,0.9,2,1192.693,988.567
0.8,0.5,1.0,0.9,3,1189.508,1001.785
0.8,0.5,1.0,0.9,4,1233.0,1051.523
0.8,0.5,1.0,0.9,5,1220.487,1033.323
0.8,0.5,1.0,0.9,6,1229.103,1052.777
0.8,0.5,1.0,0.9,7,1229.71,1026.561
0.8,0.5,1.0,0.9,8,1219.826,1044.597
0.8,0.5,1.0,0.9,9,1203.63,1012.745
0.8,0.8,0.0,0.1,0,1308.369,1233.68
0.8,0.8,0.0,0.1,1,1265.387,1180.209
0.8,0.8,0.0,0.1,2,1242.399,1147.579
0.8,0.8,0.0,0.1,3,1256.158,1176.435
0.8,0.8,0.0,0.1,4,1307.641,1230.155
0.8,0.8,0.0,0.1,5,1296.249,1220.365
0.8,0.8,0.0,0.1,6,1308.086,1227.736
0.8,0.8,0.0,0.1,7,1287.528,1194.479
0.8,0.8,0.0,0.1,8,1306.559,1236.123
0.8,0.8,0.0,0.1,9,1263.765,1186.937
0.8,0.8,0.0,0.2,0,1307.985,1232.827
0.8,0.8,0.0,0.2,1,1265.603,1185.395
0.8,0.8,0.0,0.2,2,1242.391,1147.413
0.8,0.8,0.0,0.2,3,1252.55,1171.563
0.8,0.8,0.0,0.2,4,1307.707,1232.672
0.8,0.8,0.0,0.2,5,1294.95,1219.248
0.8,0.8,0.0,0.2,6,1307.804,1227.802
0.8,0.8,0.0,0.2,7,1283.963,1191.274
0.8,0.8,0.0,0.2,8,1307.855,1242.291
0.8,0.8,0.0,0.2,9,1261.512,1185.272
0.8,0.8,0.0,0.3,0,1306.936,1229.483
0.8,0.8,0.0,0.3,1,1264.368,1182.643
0.8,0.8,0.0,0.3,2,1242.891,1145.282
0.8,0.8,0.0,0.3,3,1255.091,1170.203
0.8,0.8,0.0,0.3,4,1306.359,1231.537
0.8,0.8,0.0,0.3,5,1293.101,1222.025
0.8,0.8,0.0,0.3,6,1306.888,1227.183
0.8,0.8,0.0,0.3,7,1286.922,1189.379
0.8,0.8,0.0,0.3,8,1309.23,1240.769
0.8,0.8,0.0,0.3,9,1262.048,1184.604
0.8,0.8,0.0,0.4,0,1309.156,1233.987
0.8,0.8,0.0,0.4,1,1261.999,1179.66
0.8,0.8,0.0,0.4,2,1245.115,1150.393
0.8,0.8,0.0,0.4,3,1252.382,1167.578
0.8,0.8,0.0,0.4,4,1308.729,1233.946
0.8,0.8,0.0,0.4,5,1297.553,1222.211
0.8,0.8,0.0,0.4,6,1305.644,1225.263
0.8,0.8,0.0,0.4,7,1287.306,1197.095
0.8,0.8,0.0,0.4,8,1308.623,1242.757
0.8,0.8,0.0,0.4,9,1265.065,1190.187
0.8,0.8,0.0,0.5,0,1307.654,1232.959
0.8,0.8,0.0,0.5,1,1265.745,1182.626
0.8,0.8,0.0,0.5,2,1244.077,1146.675
0.8,0.8,0.0,0.5,3,1251.818,1171.353
0.8,0.8,0.0,0.5,4,1306.426,1229.249
0.8,0.8,0.0,0.5,5,1295.374,1220.451
0.8,0.8,0.0,0.5,6,1308.925,1230.558
0.8,0.8,0.0,0.5,7,1288.874,1195.64
0.8,0.8,0.0,0.5,8,1310.758,1242.483
0.8,0.8,0.0,0.5,9,1262.961,1184.202
0.8,0.8,0.0,0.6,0,1309.027,1232.066
0.8,0.8,0.0,0.6,1,1264.394,1181.367
0.8,0.8,0.0,0.6,2,1244.013,1146.144
0.8,0.8,0.0,0.6,3,1250.422,1168.542
0.8,0.8,0.0,0.6,4,1303.812,1226.967
0.8,0.8,0.0,0.6,5,1295.521,1220.289
0.8,0.8,0.0,0.6,6,1308.893,1228.379
0.8,0.8,0.0,0.6,7,1286.351,1190.646
0.8,0.8,0.0,0.6,8,1311.635,1240.749
0.8,0.8,0.0,0.6,9,1261.642,1184.803
0.8,0.8,0.0,0.7,0,1307.372,1232.153
0.8,0.8,0.0,0.7,1,1266.443,1183.673
0.8,0.8,0.0,0.7,2,1243.357,1148.006
0.8,0.8,0.0,0.7,3,1256.254,1173.456
0.8,0.8,0.0,0.7,4,1307.346,1229.421
0.8,0.8,0.0,0.7,5,1296.032,1220.696
0.8,0.8,0.0,0.7,6,1307.303,1226.738
0.8,0.8,0.0,0.7,7,1286.973,1191.212
0.8,0.8,0.0,0.7,8,1304.851,1237.023
0.8,0.8,0.0,0.7,9,1262.987,1185.619
0.8,0.8,0.0,0.8,0,1308.995,1231.025
0.8,0.8,0.0,0.8,1,1262.942,1178.562
0.8,0.8,0.0,0.8,2,1242.955,1147.772
0.8,0.8,0.0,0.8,3,1249.917,1165.082
0.8,0.8,0.0,0.8,4,1307.776,1230.845
0.8,0.8,0.0,0.8,5,1295.285,1224.015
0.8,0.8,0.0,0.8,6,1305.757,1225.586
0.8,0.8,0.0,0.8,7,1289.165,1196.463
0.8,0.8,0.0,0.8,8,1308.905,1237.827
0.8,0.8,0.0,0.8,9,1263.864,1185.974
0.8,0.8,0.0,0.9,0,1306.699,1226.698
0.8,0.8,0.0,0.9,1,1262.62,1181.267
0.8,0.8,0.0,0.9,2,1245.144,1149.704
0.8,0.8,0.0,0.9,3,1252.294,1169.904
0.8,0.8,0.0,0.9,4,1306.385,1228.536
0.8,0.8,0.0,0.9,5,1295.31,1220.075
0.8,0.8,0.0,0.9,6,1307.582,1229.419
0.8,0.8,0.0,0.9,7,1285.694,1195.783
0.8,0.8,0.0,0.9,8,1308.596,1241.449
0.8,0.8,0.0,0.9,9,1261.854,1183.68
0.8,0.8,0.2,0.1,0,1233.439,1044.16
0.8,0.8,0.2,0.1,1,1194.995,1004.062
0.8,0.8,0.2,0.1,2,1171.883,952.941
0.8,0.8,0.2,0.1,3,1189.032,995.858
0.8,0.8,0.2,0.1,4,1241.116,1053.859
0.8,0.8,0.2,0.1,5,1222.259,1018.167
0.8,0.8,0.2,0.1,6,1235.361,1047.58
0.8,0.8,0.2,0.1,7,1220.496,1012.964
0.8,0.8,0.2,0.1,8,1236.043,1054.309
0.8,0.8,0.2,0.1,9,1188.944,988.598
0.8,0.8,0.2,0.2,0,1266.258,1106.1
0.8,0.8,0.2,0.2,1,1222.288,1059.369
0.8,0.8,0.2,0.2,2,1197.945,1002.897
0.8,0.8,0.2,0.2,3,1213.522,1042.862
0.8,0.8,0.2,0.2,4,1263.294,1099.63
0.8,0.8,0.2,0.2,5,1244.476,1066.925
0.8,0.8,0.2,0.2,6,1256.718,1091.543
0.8,0.8,0.2,0.2,7,1246.219,1062.236
0.8,0.8,0.2,0.2,8,1259.785,1097.111
0.8,0.8,0.2,0.2,9,1218.882,1048.136
0.8,0.8,0.2,0.3,0,1278.002,1130.52
0.8,0.8,0.2,0.3,1,1235.077,1087.024
0.8,0.8,0.2,0.3,2,1211.681,1034.438
0.8,0.8,0.2,0.3,3,1226.404,1073.764
0.8,0.8,0.2,0.3,4,1277.72,1131.282
0.8,0.8,0.2,0.3,5,1258.54,1095.177
0.8,0.8,0.2,0.3,6,1275.206,1129.655
0.8,0.8,0.2,0.3,7,1258.502,1090.805
0.8,0.8,0.2,0.3,8,1275.904,1131.303
0.8,0.8,0.2,0.3,9,1231.969,1076.728
0.8,0.8,0.2,0.4,0,1284.086,1146.354
0.8,0.8,0.2,0.4,1,1247.748,1113.133
0.8,0.8,0.2,0.4,2,1221.407,1064.457
0.8,0.8,0.2,0.4,3,1233.961,1090.89
0.8,0.8,0.2,0.4,4,1289.305,1153.275
0.8,0.8,0.2,0.4,5,1272.071,1124.921
0.8,0.8,0.2,0.4,6,1284.284,1150.654
0.8,0.8,0.2,0.4,7,1268.686,1115.794
0.8,0.8,0.2,0.4,8,1283.795,1151.093
0.8,0.8,0.2,0.4,9,1242.043,1098.836
0.8,0.8,0.2,0.5,0,1292.106,1165.618
0.8,0.8,0.2,0.5,1,1250.508,1124.003
0.8,0.8,0.2,0.5,2,1229.966,1090.148
0.8,0.8,0.2,0.5,3,1243.31,1113.533
0.8,0.8,0.2,0.5,4,1293.077,1167.803
0.8,0.8,0.2,0.5,5,1275.552,1140.251
0.8,0.8,0.2,0.5,6,1290.845,1169.558
0.8,0.8,0.2,0.5,7,1279.851,1141.923
0.8,0.8,0.2,0.5,8,1290.72,1171.68
0.8,0.8,0.2,0.5,9,1247.426,1114.256
0.8,0.8,0.2,0.6,0,1298.163,1180.339
0.8,0.8,0.2,0.6,1,1255.653,1139.321
0.8,0.8,0.2,0.6,2,1238.255,1108.127
0.8,0.8,0.2,0.6,3,1244.537,1122.718
0.8,0.8,0.2,0.6,4,1294.437,1174.866
0.8,0.8,0.2,0.6,5,1285.352,1164.393
0.8,0.8,0.2,0.6,6,1296.038,1185.138
0.8,0.8,0.2,0.6,7,1281.912,1151.898
0.8,0.8,0.2,0.6,8,1295.656,1187.701
0.8,0.8,0.2,0.6,9,1253.339,1131.473
0.8,0.8,0.2,0.7,0,1300.855,1195.153
0.8,0.8,0.2,0.7,1,1261.333,1153.376
0.8,0.8,0.2,0.7,2,1240.351,1120.921
0.8,0.8,0.2,0.7,3,1251.583,1138.596
0.8,0.8,0.2,0.7,4,1298.752,1190.404
0.8,0.8,0.2,0.7,5,1289.947,1179.065
0.8,0.8,0.2,0.7,6,1303.663,1207.303
0.8,0.8,0.2,0.7,7,1285.198,1163.201
0.8,0.8,0.2,0.7,8,1299.218,1196.45
0.8,0.8,0.2,0.7,9,1257.343,1150.172
0.8,0.8,0.2,0.8,0,1306.219,1211.488
0.8,0.8,0.2,0.8,1,1264.187,1164.549
0.8,0.8,0.2,0.8,2,1244.136,1131.202
0.8,0.8,0.2,0.8,3,1250.874,1143.992
0.8,0.8,0.2,0.8,4,1308.273,1213.849
0.8,0.8,0.2,0.8,5,1290.898,1189.37
0.8,0.8,0.2,0.8,6,1305.485,1219.41
0.8,0.8,0.2,0.8,7,1283.525,1169.941
0.8,0.8,0.2,0.8,8,1304.633,1216.159
0.8,0.8,0.2,0.8,9,1260.523,1164.36
0.8,0.8,0.2,0.9,0,1305.602,1223.38
0.8,0.8,0.2,0.9,1,1264.343,1173.688
0.8,0.8,0.2,0.9,2,1241.683,1140.277
0.8,0.8,0.2,0.9,3,1253.641,1163.371
