b_p,n,p_M,h,h_p,run_index,active_set,majority
0.05,20000,0.8,0.6,0.8,4,394.526,377.4738
0.05,20000,0.8,0.6,0.8,5,402.0381,382.2392
0.05,20000,0.8,0.6,0.8,6,395.8838,377.8842
0.05,20000,0.8,0.6,0.8,7,396.5333,377.849
0.05,20000,0.8,0.6,0.8,8,403.7505,386.8701
0.05,20000,0.8,0.6,0.8,9,400.1243,378.89
0.05,20000,0.8,0.6,0.8,10,399.8078,381.4573
0.05,20000,0.8,0.6,0.8,11,388.7085,368.3675
0.05,20000,0.8,0.6,0.8,12,398.7345,372.499
0.05,20000,0.8,0.6,0.8,13,402.5855,381.7734
0.05,20000,0.8,0.6,0.8,14,398.1022,377.1501
0.05,20000,0.8,0.6,0.8,15,406.543,389.521
0.05,20000,0.8,0.6,0.8,16,386.9341,368.6437
0.05,20000,0.8,0.6,0.8,17,399.7325,375.4841
0.05,20000,0.8,0.6,0.8,18,413.8132,400.9817
0.05,20000,0.8,0.6,0.8,19,403.2637,382.1133
0.05,20000,0.8,0.6,0.9,0,407.8326,395.2043
0.05,20000,0.8,0.6,0.9,1,406.864,393.6553
0.05,20000,0.8,0.6,0.9,2,409.9049,395.6873
0.05,20000,0.8,0.6,0.9,3,397.2724,384.5292
0.05,20000,0.8,0.6,0.9,4,399.3325,388.351
0.05,20000,0.8,0.6,0.9,5,406.9468,394.8385
0.05,20000,0.8,0.6,0.9,6,400.6911,390.4135
0.05,20000,0.8,0.6,0.9,7,401.7902,390.7488
0.05,20000,0.8,0.6,0.9,8,408.1587,396.6933
0.05,20000,0.8,0.6,0.9,9,405.7262,393.1994
0.05,20000,0.8,0.6,0.9,10,405.2669,396.7334
0.05,20000,0.8,0.6,0.9,11,392.8717,382.2152
0.05,20000,0.8,0.6,0.9,12,402.8931,386.5646
0.05,20000,0.8,0.6,0.9,13,407.5229,397.0466
0.05,20000,0.8,0.6,0.9,14,402.9303,390.4107
0.05,20000,0.8,0.6,0.9,15,411.4434,402.2528
0.05,20000,0.8,0.6,0.9,16,391.2441,381.8613
0.05,20000,0.8,0.6,0.9,17,404.4471,390.6445
0.05,20000,0.8,0.6,0.9,18,419.7436,411.9846
0.05,20000,0.8,0.6,0.9,19,408.7511,397.8461
0.05,20000,0.8,0.6,1.0,0,412.7165,407.8845
0.05,20000,0.8,0.6,1.0,1,412.2163,406.7038
0.05,20000,0.8,0.6,1.0,2,415.2462,408.3897
0.05,20000,0.8,0.6,1.0,3,401.423,392.1458
0.05,20000,0.8,0.6,1.0,4,404.445,399.1875
0.05,20000,0.8,0.6,1.0,5,411.4255,404.8938
0.05,20000,0.8,0.6,1.0,6,405.5464,401.1219
0.05,20000,0.8,0.6,1.0,7,407.0102,400.2264
0.05,20000,0.8,0.6,1.0,8,413.2753,407.9309
0.05,20000,0.8,0.6,1.0,9,410.6975,405.3117
0.05,20000,0.8,0.6,1.0,10,410.5076,406.2831
0.05,20000,0.8,0.6,1.0,11,397.7966,394.0814
0.05,20000,0.8,0.6,1.0,12,407.5227,399.4967
0.05,20000,0.8,0.6,1.0,13,412.8965,412.8965
0.05,20000,0.8,0.6,1.0,14,408.0705,402.5965
0.05,20000,0.8,0.6,1.0,15,416.5803,414.7661
0.05,20000,0.8,0.6,1.0,16,396.1754,392.5759
0.05,20000,0.8,0.6,1.0,17,409.2627,406.0662
0.05,20000,0.8,0.6,1.0,18,424.7796,421.5259
0.05,20000,0.8,0.6,1.0,19,414.094,411.9215
0.05,20000,0.8,0.7,0.5,0,383.4421,323.1208
0.05,20000,0.8,0.7,0.5,1,382.4198,327.9045
0.05,20000,0.8,0.7,0.5,2,391.0489,331.9363
0.05,20000,0.8,0.7,0.5,3,394.7202,334.8367
0.05,20000,0.8,0.7,0.5,4,383.9252,326.5848
0.05,20000,0.8,0.7,0.5,5,385.4778,324.4683
0.05,20000,0.8,0.7,0.5,6,394.0384,319.9141
0.05,20000,0.8,0.7,0.5,7,394.1525,341.5089
0.05,20000,0.8,0.7,0.5,8,385.4961,326.6619
0.05,20000,0.8,0.7,0.5,9,395.7351,336.4581
0.05,20000,0.8,0.7,0.5,10,386.8921,321.8736
0.05,20000,0.8,0.7,0.5,11,386.0809,324.1503
0.05,20000,0.8,0.7,0.5,12,386.358,328.1622
0.05,20000,0.8,0.7,0.5,13,386.372,316.658
0.05,20000,0.8,0.7,0.5,14,391.6655,339.2405
0.05,20000,0.8,0.7,0.5,15,377.4602,318.9983
0.05,20000,0.8,0.7,0.5,16,392.6682,334.816
0.05,20000,0.8,0.7,0.5,17,385.0974,322.9542
0.05,20000,0.8,0.7,0.5,18,393.3417,334.848
0.05,20000,0.8,0.7,0.5,19,399.5088,341.8131
0.05,20000,0.8,0.7,0.6,0,386.7598,348.3283
0.05,20000,0.8,0.7,0.6,1,386.8371,351.6629
0.05,20000,0.8,0.7,0.6,2,394.6027,349.0501
0.05,20000,0.8,0.7,0.6,3,398.9711,357.5503
0.05,20000,0.8,0.7,0.6,4,388.7218,349.7666
0.05,20000,0.8,0.7,0.6,5,388.871,346.8811
0.05,20000,0.8,0.7,0.6,6,396.5121,343.0984
0.05,20000,0.8,0.7,0.6,7,399.5302,364.5801
0.05,20000,0.8,0.7,0.6,8,388.3502,341.6391
0.05,20000,0.8,0.7,0.6,9,400.3806,356.7482
0.05,20000,0.8,0.7,0.6,10,390.0699,348.0897
0.05,20000,0.8,0.7,0.6,11,389.6216,347.4794
0.05,20000,0.8,0.7,0.6,12,390.2274,345.8621
0.05,20000,0.8,0.7,0.6,13,389.9691,342.2975
0.05,20000,0.8,0.7,0.6,14,396.955,359.0707
0.05,20000,0.8,0.7,0.6,15,381.4068,342.7079
0.05,20000,0.8,0.7,0.6,16,397.2945,358.9683
0.05,20000,0.8,0.7,0.6,17,388.4949,344.7422
0.05,20000,0.8,0.7,0.6,18,398.1631,356.1887
0.05,20000,0.8,0.7,0.6,19,403.3451,358.7643
0.05,20000,0.8,0.7,0.7,0,391.7528,362.8767
0.05,20000,0.8,0.7,0.7,1,391.8677,365.3607
0.05,20000,0.8,0.7,0.7,2,399.5025,370.0824
0.05,20000,0.8,0.7,0.7,3,404.4508,377.2022
0.05,20000,0.8,0.7,0.7,4,394.3987,369.2379
0.05,20000,0.8,0.7,0.7,5,393.8376,364.9346
0.05,20000,0.8,0.7,0.7,6,400.3658,363.423
0.05,20000,0.8,0.7,0.7,7,405.434,382.8413
0.05,20000,0.8,0.7,0.7,8,392.1827,360.019
0.05,20000,0.8,0.7,0.7,9,405.6022,378.0997
0.05,20000,0.8,0.7,0.7,10,395.4354,370.8816
0.05,20000,0.8,0.7,0.7,11,394.0135,369.1832
0.05,20000,0.8,0.7,0.7,12,395.0288,365.9509
0.05,20000,0.8,0.7,0.7,13,394.7664,364.1067
0.05,20000,0.8,0.7,0.7,14,402.7072,377.9515
0.05,20000,0.8,0.7,0.7,15,385.6504,359.1907
0.05,20000,0.8,0.7,0.7,16,402.3731,377.3464
0.05,20000,0.8,0.7,0.7,17,392.1048,361.6324
0.05,20000,0.8,0.7,0.7,18,403.6276,374.0718
0.05,20000,0.8,0.7,0.7,19,407.3714,377.2713
0.05,20000,0.8,0.7,0.8,0,396.453,377.3732
0.05,20000,0.8,0.7,0.8,1,396.76,379.6783
0.05,20000,0.8,0.7,0.8,2,403.7774,381.5767
0.05,20000,0.8,0.7,0.8,3,409.6212,391.0553
0.05,20000,0.8,0.7,0.8,4,399.7008,382.6907
0.05,20000,0.8,0.7,0.8,5,398.7629,378.1311
0.05,20000,0.8,0.7,0.8,6,404.7544,380.6495
0.05,20000,0.8,0.7,0.8,7,410.9709,395.2458
0.05,20000,0.8,0.7,0.8,8,396.7771,377.9877
0.05,20000,0.8,0.7,0.8,9,411.0499,395.901
0.05,20000,0.8,0.7,0.8,10,400.5572,382.133
0.05,20000,0.8,0.7,0.8,11,398.5477,382.7486
0.05,20000,0.8,0.7,0.8,12,399.8422,379.3871
0.05,20000,0.8,0.7,0.8,13,400.2505,379.4532
0.05,20000,0.8,0.7,0.8,14,408.3459,392.4844
0.05,20000,0.8,0.7,0.8,15,390.0816,370.6368
0.05,20000,0.8,0.7,0.8,16,407.505,390.2161
0.05,20000,0.8,0.7,0.8,17,396.9233,374.8402
0.05,20000,0.8,0.7,0.8,18,408.8937,387.4205
0.05,20000,0.8,0.7,0.8,19,411.8278,391.368
0.05,20000,0.8,0.7,0.9,0,400.7232,390.078
0.05,20000,0.8,0.7,0.9,1,401.9451,391.4245
0.05,20000,0.8,0.7,0.9,2,408.7999,393.5448
0.05,20000,0.8,0.7,0.9,3,414.1906,399.8368
0.05,20000,0.8,0.7,0.9,4,405.0037,392.002
0.05,20000,0.8,0.7,0.9,5,403.3756,390.7882
0.05,20000,0.8,0.7,0.9,6,409.1204,393.7753
0.05,20000,0.8,0.7,0.9,7,415.4307,405.9727
0.05,20000,0.8,0.7,0.9,8,401.657,390.92
0.05,20000,0.8,0.7,0.9,9,416.132,407.9082
0.05,20000,0.8,0.7,0.9,10,404.8948,391.9277
0.05,20000,0.8,0.7,0.9,11,403.1411,395.7671
0.05,20000,0.8,0.7,0.9,12,404.6001,394.9733
0.05,20000,0.8,0.7,0.9,13,405.2779,388.4352
0.05,20000,0.8,0.7,0.9,14,413.0463,405.6085
0.05,20000,0.8,0.7,0.9,15,394.3347,383.069
0.05,20000,0.8,0.7,0.9,16,411.849,403.1693
0.05,20000,0.8,0.7,0.9,17,401.146,384.6828
0.05,20000,0.8,0.7,0.9,18,414.0596,399.1945
0.05,20000,0.8,0.7,0.9,19,416.4715,402.9013
0.05,20000,0.8,0.7,1.0,0,405.5263,400.01
0.05,20000,0.8,0.7,1.0,1,406.5424,400.6698
0.05,20000,0.8,0.7,1.0,2,412.7356,401.0583
0.05,20000,0.8,0.7,1.0,3,418.7563,412.4392
0.05,20000,0.8,0.7,1.0,4,409.9932,403.5355
0.05,20000,0.8,0.7,1.0,5,407.7687,401.6396
0.05,20000,0.8,0.7,1.0,6,413.2966,403.3983
0.05,20000,0.8,0.7,1.0,7,420.1022,416.2703
0.05,20000,0.8,0.7,1.0,8,405.7793,401.5295
0.05,20000,0.8,0.7,1.0,9,421.2879,418.1498
0.05,20000,0.8,0.7,1.0,10,409.5,404.6899
0.05,20000,0.8,0.7,1.0,11,407.612,404.0855
0.05,20000,0.8,0.7,1.0,12,409.2568,402.8926
0.05,20000,0.8,0.7,1.0,13,410.0832,401.1461
0.05,20000,0.8,0.7,1.0,14,418.0571,414.3369
0.05,20000,0.8,0.7,1.0,15,398.6526,390.7391
0.05,20000,0.8,0.7,1.0,16,417.0672,412.2875
0.05,20000,0.8,0.7,1.0,17,405.3964,398.6803
0.05,20000,0.8,0.7,1.0,18,418.4386,411.3839
0.05,20000,0.8,0.7,1.0,19,420.5834,410.5761
0.05,20000,0.8,0.8,0.5,0,392.6784,341.5862
0.05,20000,0.8,0.8,0.5,1,390.755,334.1773
0.05,20000,0.8,0.8,0.5,2,386.1225,321.2331
0.05,20000,0.8,0.8,0.5,3,386.5357,322.4726
0.05,20000,0.8,0.8,0.5,4,394.2649,343.6514
0.05,20000,0.8,0.8,0.5,5,390.0738,332.0136
0.05,20000,0.8,0.8,0.5,6,394.4138,342.7181
0.05,20000,0.8,0.8,0.5,7,395.0158,331.15
0.05,20000,0.8,0.8,0.5,8,395.236,347.9536
0.05,20000,0.8,0.8,0.5,9,392.3768,334.807
0.05,20000,0.8,0.8,0.5,10,392.1512,335.5938
0.05,20000,0.8,0.8,0.5,11,394.2255,339.5513
0.05,20000,0.8,0.8,0.5,12,396.3897,340.8944
0.05,20000,0.8,0.8,0.5,13,389.8922,320.1555
0.05,20000,0.8,0.8,0.5,14,389.3692,328.7341
0.05,20000,0.8,0.8,0.5,15,391.4025,342.5725
0.05,20000,0.8,0.8,0.5,16,386.2336,322.3862
0.05,20000,0.8,0.8,0.5,17,392.665,347.454
0.05,20000,0.8,0.8,0.5,18,392.7384,333.5425
0.05,20000,0.8,0.8,0.5,19,397.1938,342.1653
0.05,20000,0.8,0.8,0.6,0,397.9374,360.2854
0.05,20000,0.8,0.8,0.6,1,395.2003,353.9464
0.05,20000,0.8,0.8,0.6,2,389.3871,345.1048
0.05,20000,0.8,0.8,0.6,3,390.4712,346.3297
0.05,20000,0.8,0.8,0.6,4,400.0621,365.1427
0.05,20000,0.8,0.8,0.6,5,394.9606,358.6579
0.05,20000,0.8,0.8,0.6,6,399.4317,364.3969
0.05,20000,0.8,0.8,0.6,7,398.3281,347.7431
0.05,20000,0.8,0.8,0.6,8,400.6682,368.0636
0.05,20000,0.8,0.8,0.6,9,396.8335,358.7017
0.05,20000,0.8,0.8,0.6,10,396.6077,358.5033
0.05,20000,0.8,0.8,0.6,11,399.852,359.3956
0.05,20000,0.8,0.8,0.6,12,401.0652,364.1049
0.05,20000,0.8,0.8,0.6,13,393.3231,345.7979
0.05,20000,0.8,0.8,0.6,14,393.2335,348.7005
0.05,20000,0.8,0.8,0.6,15,397.4483,365.4936
0.05,20000,0.8,0.8,0.6,16,390.6449,348.1962
0.05,20000,0.8,0.8,0.6,17,398.0581,363.724
0.05,20000,0.8,0.8,0.6,18,396.2137,351.8029
0.05,20000,0.8,0.8,0.6,19,401.7392,362.7062
0.05,20000,0.8,0.8,0.7,0,402.8373,374.96
0.05,20000,0.8,0.8,0.7,1,399.916,372.4952
0.05,20000,0.8,0.8,0.7,2,393.7367,362.6886
0.05,20000,0.8,0.8,0.7,3,395.7528,364.5907
0.05,20000,0.8,0.8,0.7,4,405.8309,379.4887
0.05,20000,0.8,0.8,0.7,5,401.0439,377.2898
0.05,20000,0.8,0.8,0.7,6,404.718,379.268
0.05,20000,0.8,0.8,0.7,7,401.8459,365.5751
0.05,20000,0.8,0.8,0.7,8,406.6426,384.2666
0.05,20000,0.8,0.8,0.7,9,400.6734,374.0345
0.05,20000,0.8,0.8,0.7,10,401.4893,376.3963
0.05,20000,0.8,0.8,0.7,11,405.4401,373.7417
0.05,20000,0.8,0.8,0.7,12,406.6801,379.6335
0.05,20000,0.8,0.8,0.7,13,397.6507,365.3033
0.05,20000,0.8,0.8,0.7,14,397.3197,367.5699
0.05,20000,0.8,0.8,0.7,15,402.8235,378.533
0.05,20000,0.8,0.8,0.7,16,395.4307,367.9072
0.05,20000,0.8,0.8,0.7,17,403.2873,381.7537
0.05,20000,0.8,0.8,0.7,18,399.8271,364.5411
0.05,20000,0.8,0.8,0.7,19,406.8818,382.55
0.05,20000,0.8,0.8,0.8,0,408.033,390.7722
0.05,20000,0.8,0.8,0.8,1,403.6901,383.6121
0.05,20000,0.8,0.8,0.8,2,397.7608,372.0753
0.05,20000,0.8,0.8,0.8,3,400.338,379.4291
0.05,20000,0.8,0.8,0.8,4,411.1816,394.0913
0.05,20000,0.8,0.8,0.8,5,406.2717,390.3691
0.05,20000,0.8,0.8,0.8,6,409.4487,388.9578
0.05,20000,0.8,0.8,0.8,7,406.0716,380.7332
0.05,20000,0.8,0.8,0.8,8,411.8613,398.7718
0.05,20000,0.8,0.8,0.8,9,405.1565,385.7434
0.05,20000,0.8,0.8,0.8,10,406.2533,388.4322
0.05,20000,0.8,0.8,0.8,11,410.4753,390.51
0.05,20000,0.8,0.8,0.8,12,411.85,393.084
0.05,20000,0.8,0.8,0.8,13,402.14,382.9553
0.05,20000,0.8,0.8,0.8,14,401.9728,378.6709
0.05,20000,0.8,0.8,0.8,15,408.5789,392.4301
0.05,20000,0.8,0.8,0.8,16,400.2936,381.732
0.05,20000,0.8,0.8,0.8,17,408.0622,393.7946
0.05,20000,0.8,0.8,0.8,18,403.9402,376.1145
0.05,20000,0.8,0.8,0.8,19,412.3246,395.993
0.05,20000,0.8,0.8,0.9,0,412.8716,404.9205
0.05,20000,0.8,0.8,0.9,1,407.8577,394.4247
0.05,20000,0.8,0.8,0.9,2,401.797,386.646
0.05,20000,0.8,0.8,0.9,3,404.924,391.7148
0.05,20000,0.8,0.8,0.9,4,415.9163,403.8045
0.05,20000,0.8,0.8,0.9,5,411.2297,400.1097
0.05,20000,0.8,0.8,0.9,6,414.4569,398.5355
0.05,20000,0.8,0.8,0.9,7,409.8713,395.0248
0.05,20000,0.8,0.8,0.9,8,416.9843,408.9604
0.05,20000,0.8,0.8,0.9,9,409.1642,395.0992
0.05,20000,0.8,0.8,0.9,10,411.1942,399.7871
0.05,20000,0.8,0.8,0.9,11,415.2532,401.4972
0.05,20000,0.8,0.8,0.9,12,416.5017,404.3842
0.05,20000,0.8,0.8,0.9,13,406.7363,393.7516
0.05,20000,0.8,0.8,0.9,14,405.8104,387.5485
0.05,20000,0.8,0.8,0.9,15,412.9939,404.8814
0.05,20000,0.8,0.8,0.9,16,405.1951,391.6372
0.05,20000,0.8,0.8,0.9,17,412.3119,403.6093
0.05,20000,0.8,0.8,0.9,18,408.0749,393.0312
0.05,20000,0.8,0.8,0.9,19,417.3124,407.3617
0.05,20000,0.8,0.8,1.0,0,417.4566,415.7457
0.05,20000,0.8,0.8,1.0,1,411.7415,404.6664
0.05,20000,0.8,0.8,1.0,2,405.8945,395.136
0.05,20000,0.8,0.8,1.0,3,409.0351,403.4548
0.05,20000,0.8,0.8,1.0,4,420.5476,411.5182
0.05,20000,0.8,0.8,1.0,5,415.9913,410.7763
0.05,20000,0.8,0.8,1.0,6,418.5709,406.8483
0.05,20000,0.8,0.8,1.0,7,413.6665,405.2015
0.05,20000,0.8,0.8,1.0,8,421.5376,418.0633
0.05,20000,0.8,0.8,1.0,9,413.383,408.4504
0.05,20000,0.8,0.8,1.0,10,415.0406,409.9017
0.05,20000,0.8,0.8,1.0,11,419.8874,410.5775
0.05,20000,0.8,0.8,1.0,12,420.7536,411.7932
0.05,20000,0.8,0.8,1.0,13,411.0023,403.9714
0.05,20000,0.8,0.8,1.0,14,409.7959,396.0863
0.05,20000,0.8,0.8,1.0,15,417.6996,414.3874
0.05,20000,0.8,0.8,1.0,16,409.1558,403.1594
0.05,20000,0.8,0.8,1.0,17,416.1007,412.3622
0.05,20000,0.8,0.8,1.0,18,412.1167,401.3825
0.05,20000,0.8,0.8,1.0,19,421.8141,416.385
0.05,20000,0.8,0.9,0.5,0,394.3024,336.24
0.05,20000,0.8,0.9,0.5,1,390.6072,327.3685
0.05,20000,0.8,0.9,0.5,2,388.4876,339.6783
0.05,20000,0.8,0.9,0.5,3,393.5833,345.061
0.05,20000,0.8,0.9,0.5,4,394.6969,342.5401
0.05,20000,0.8,0.9,0.5,5,389.1732,343.7948
0.05,20000,0.8,0.9,0.5,6,397.8128,353.1523
0.05,20000,0.8,0.9,0.5,7,400.1602,342.8187
0.05,20000,0.8,0.9,0.5,8,389.5686,333.5778
0.05,20000,0.8,0.9,0.5,9,387.0519,343.9206
0.05,20000,0.8,0.9,0.5,10,391.7339,333.1183
0.05,20000,0.8,0.9,0.5,11,395.4855,342.2653
0.05,20000,0.8,0.9,0.5,12,396.5076,345.2854
0.05,20000,0.8,0.9,0.5,13,401.5101,343.4095
0.05,20000,0.8,0.9,0.5,14,393.7569,343.4196
0.05,20000,0.8,0.9,0.5,15,392.5224,342.4191
0.05,20000,0.8,0.9,0.5,16,396.8497,346.3925
0.05,20000,0.8,0.9,0.5,17,394.2598,337.6525
0.05,20000,0.8,0.9,0.5,18,397.0562,344.128
0.05,20000,0.8,0.9,0.5,19,393.9602,336.8939
0.05,20000,0.8,0.9,0.6,0,399.4483,358.3388
0.05,20000,0.8,0.9,0.6,1,395.3882,357.0614
0.05,20000,0.8,0.9,0.6,2,393.2636,357.3406
0.05,20000,0.8,0.9,0.6,3,399.4064,368.2887
0.05,20000,0.8,0.9,0.6,4,399.6293,359.8837
0.05,20000,0.8,0.9,0.6,5,394.5575,361.8387
0.05,20000,0.8,0.9,0.6,6,403.2491,368.5048
0.05,20000,0.8,0.9,0.6,7,405.1732,364.1014
0.05,20000,0.8,0.9,0.6,8,394.2872,356.0636
0.05,20000,0.8,0.9,0.6,9,392.5992,363.3442
0.05,20000,0.8,0.9,0.6,10,396.7889,356.2853
0.05,20000,0.8,0.9,0.6,11,400.3367,361.1054
0.05,20000,0.8,0.9,0.6,12,401.8786,366.2895
0.05,20000,0.8,0.9,0.6,13,407.6674,369.9285
0.05,20000,0.8,0.9,0.6,14,398.5533,362.7505
0.05,20000,0.8,0.9,0.6,15,398.4953,363.8437
0.05,20000,0.8,0.9,0.6,16,402.506,367.7939
0.05,20000,0.8,0.9,0.6,17,399.3411,355.587
0.05,20000,0.8,0.9,0.6,18,401.8145,360.2305
0.05,20000,0.8,0.9,0.6,19,398.5445,356.2701
0.05,20000,0.8,0.9,0.7,0,404.5605,375.8073
0.05,20000,0.8,0.9,0.7,1,400.6025,368.3892
0.05,20000,0.8,0.9,0.7,2,397.9984,375.1923
0.05,20000,0.8,0.9,0.7,3,405.3613,382.951
0.05,20000,0.8,0.9,0.7,4,404.6207,375.3059
0.05,20000,0.8,0.9,0.7,5,399.4378,376.4079
0.05,20000,0.8,0.9,0.7,6,409.1305,384.6069
0.05,20000,0.8,0.9,0.7,7,410.2032,383.0657
0.05,20000,0.8,0.9,0.7,8,399.5672,373.7505
0.05,20000,0.8,0.9,0.7,9,398.6341,378.6058
0.05,20000,0.8,0.9,0.7,10,401.43,376.7177
0.05,20000,0.8,0.9,0.7,11,405.7606,381.4314
0.05,20000,0.8,0.9,0.7,12,407.5872,385.417
0.05,20000,0.8,0.9,0.7,13,413.7377,386.4249
0.05,20000,0.8,0.9,0.7,14,403.465,379.332
0.05,20000,0.8,0.9,0.7,15,404.1168,378.4502
0.05,20000,0.8,0.9,0.7,16,408.1507,383.856
0.05,20000,0.8,0.9,0.7,17,404.4009,372.2091
0.05,20000,0.8,0.9,0.7,18,406.6823,378.6308
0.05,20000,0.8,0.9,0.7,19,404.5032,376.9732
0.05,20000,0.8,0.9,0.8,0,409.5572,389.4442
0.05,20000,0.8,0.9,0.8,1,405.1076,382.6889
0.05,20000,0.8,0.9,0.8,2,402.7015,386.063
0.05,20000,0.8,0.9,0.8,3,410.5609,395.422
0.05,20000,0.8,0.9,0.8,4,408.7609,384.0132
0.05,20000,0.8,0.9,0.8,5,404.582,386.5232
0.05,20000,0.8,0.9,0.8,6,413.9218,395.4493
0.05,20000,0.8,0.9,0.8,7,415.2542,396.9837
0.05,20000,0.8,0.9,0.8,8,404.6692,384.5892
0.05,20000,0.8,0.9,0.8,9,403.8166,395.1396
0.05,20000,0.8,0.9,0.8,10,406.6246,389.7955
0.05,20000,0.8,0.9,0.8,11,410.2834,391.8384
0.05,20000,0.8,0.9,0.8,12,412.8882,398.4121
0.05,20000,0.8,0.9,0.8,13,419.488,404.0772
0.05,20000,0.8,0.9,0.8,14,408.3377,389.105
0.05,20000,0.8,0.9,0.8,15,409.3139,393.4649
0.05,20000,0.8,0.9,0.8,16,413.3339,396.8988
0.05,20000,0.8,0.9,0.8,17,409.7239,388.7673
0.05,20000,0.8,0.9,0.8,18,411.38,389.009
0.05,20000,0.8,0.9,0.8,19,409.0373,387.753
0.05,20000,0.8,0.9,0.9,0,414.0235,399.2779
0.05,20000,0.8,0.9,0.9,1,409.6477,394.0659
0.05,20000,0.8,0.9,0.9,2,407.0662,396.3462
0.05,20000,0.8,0.9,0.9,3,415.3655,404.3577
0.05,20000,0.8,0.9,0.9,4,413.3593,395.5354
0.05,20000,0.8,0.9,0.9,5,409.1673,395.4375
0.05,20000,0.8,0.9,0.9,6,418.7282,407.3393
0.05,20000,0.8,0.9,0.9,7,419.5614,404.416
0.05,20000,0.8,0.9,0.9,8,408.6865,392.8226
0.05,20000,0.8,0.9,0.9,9,408.9378,404.6884
0.05,20000,0.8,0.9,0.9,10,410.7579,401.5843
0.05,20000,0.8,0.9,0.9,11,414.7111,401.9863
0.05,20000,0.8,0.9,0.9,12,417.4849,406.3499
0.05,20000,0.8,0.9,0.9,13,424.3764,413.6458
0.05,20000,0.8,0.9,0.9,14,412.3426,396.1121
0.05,20000,0.8,0.9,0.9,15,414.3597,404.05
0.05,20000,0.8,0.9,0.9,16,418.5067,408.09
0.05,20000,0.8,0.9,0.9,17,414.0461,399.0179
0.05,20000,0.8,0.9,0.9,18,415.7495,400.407
0.05,20000,0.8,0.9,0.9,19,413.4967,398.0984
0.05,20000,0.8,0.9,1.0,0,418.0552,405.5268
0.05,20000,0.8,0.9,1.0,1,414.0763,402.1084
0.05,20000,0.8,0.9,1.0,2,410.8212,404.1199
0.05,20000,0.8,0.9,1.0,3,419.5304,412.4077
0.05,20000,0.8,0.9,1.0,4,417.0386,403.0631
0.05,20000,0.8,0.9,1.0,5,412.8184,406.1624
0.05,20000,0.8,0.9,1.0,6,422.8737,413.9194
0.05,20000,0.8,0.9,1.0,7,423.242,413.7161
0.05,20000,0.8,0.9,1.0,8,412.5994,399.0088
0.05,20000,0.8,0.9,1.0,9,413.2466,411.5758
0.05,20000,0.8,0.9,1.0,10,414.7704,411.4841
0.05,20000,0.8,0.9,1.0,11,418.3759,409.5533
0.05,20000,0.8,0.9,1.0,12,421.7597,413.3727
0.05,20000,0.8,0.9,1.0,13,428.6002,422.1324
0.05,20000,0.8,0.9,1.0,14,415.8639,402.173
0.05,20000,0.8,0.9,1.0,15,418.6189,412.1014
0.05,20000,0.8,0.9,1.0,16,422.3363,414.7517
0.05,20000,0.8,0.9,1.0,17,418.0325,405.5246
0.05,20000,0.8,0.9,1.0,18,419.5881,408.1828
0.05,20000,0.8,0.9,1.0,19,417.6491,407.9158
0.05,20000,0.8,1.0,0.5,0,393.4912,345.2684
0.05,20000,0.8,1.0,0.5,1,391.3869,336.04
0.05,20000,0.8,1.0,0.5,2,397.3195,348.8709
0.05,20000,0.8,1.0,0.5,3,399.4023,346.6575
0.05,20000,0.8,1.0,0.5,4,392.3837,352.5581
0.05,20000,0.8,1.0,0.5,5,391.1434,344.39
0.05,20000,0.8,1.0,0.5,6,393.2079,344.8565
0.05,20000,0.8,1.0,0.5,7,390.0111,343.2395
0.05,20000,0.8,1.0,0.5,8,398.052,354.6904
0.05,20000,0.8,1.0,0.5,9,397.8822,353.9938
0.05,20000,0.8,1.0,0.5,10,391.7125,339.3306
0.05,20000,0.8,1.0,0.5,11,395.6893,343.2346
0.05,20000,0.8,1.0,0.5,12,395.5328,352.9208
0.05,20000,0.8,1.0,0.5,13,400.9263,361.9802
0.05,20000,0.8,1.0,0.5,14,391.9973,336.2616
0.05,20000,0.8,1.0,0.5,15,386.9844,337.4221
0.05,20000,0.8,1.0,0.5,16,396.6536,349.396
0.05,20000,0.8,1.0,0.5,17,388.1628,337.0108
0.05,20000,0.8,1.0,0.5,18,387.0806,341.8901
0.05,20000,0.8,1.0,0.5,19,397.521,350.8879
0.05,20000,0.8,1.0,0.6,0,398.8925,362.7316
0.05,20000,0.8,1.0,0.6,1,395.973,353.4644
0.05,20000,0.8,1.0,0.6,2,402.9221,364.2987
0.05,20000,0.8,1.0,0.6,3,404.489,370.877
0.05,20000,0.8,1.0,0.6,4,398.8803,375.9135
0.05,20000,0.8,1.0,0.6,5,396.9628,361.8146
0.05,20000,0.8,1.0,0.6,6,398.1834,362.0842
0.05,20000,0.8,1.0,0.6,7,395.5499,366.8508
0.05,20000,0.8,1.0,0.6,8,404.1735,372.2889
0.05,20000,0.8,1.0,0.6,9,404.3447,370.5633
0.05,20000,0.8,1.0,0.6,10,396.3448,359.03
0.05,20000,0.8,1.0,0.6,11,401.0802,365.5177
0.05,20000,0.8,1.0,0.6,12,402.0398,376.8276
0.05,20000,0.8,1.0,0.6,13,407.7066,382.5904
0.05,20000,0.8,1.0,0.6,14,397.1844,358.7621
0.05,20000,0.8,1.0,0.6,15,392.974,360.5805
0.05,20000,0.8,1.0,0.6,16,402.7708,369.7246
0.05,20000,0.8,1.0,0.6,17,394.0715,358.8188
