b_p,n,p_M,h,h_p,run_index,active_set,majority
0.1,20000,0.8,0.8,0.5,11,627.6505,529.0229
0.1,20000,0.8,0.8,0.5,12,629.5122,536.801
0.1,20000,0.8,0.8,0.5,13,616.3268,506.368
0.1,20000,0.8,0.8,0.5,14,616.1472,513.6487
0.1,20000,0.8,0.8,0.5,15,624.6974,537.3929
0.1,20000,0.8,0.8,0.5,16,609.1677,505.3008
0.1,20000,0.8,0.8,0.5,17,621.029,539.5374
0.1,20000,0.8,0.8,0.5,18,622.593,525.8579
0.1,20000,0.8,0.8,0.5,19,628.7106,538.6569
0.1,20000,0.8,0.8,0.6,0,635.1505,567.7905
0.1,20000,0.8,0.8,0.6,1,626.1684,554.3972
0.1,20000,0.8,0.8,0.6,2,617.2249,538.3323
0.1,20000,0.8,0.8,0.6,3,617.3205,545.5146
0.1,20000,0.8,0.8,0.6,4,639.9029,577.1008
0.1,20000,0.8,0.8,0.6,5,629.8043,562.5561
0.1,20000,0.8,0.8,0.6,6,638.0352,574.0637
0.1,20000,0.8,0.8,0.6,7,633.2829,551.0692
0.1,20000,0.8,0.8,0.6,8,639.8285,578.4472
0.1,20000,0.8,0.8,0.6,9,628.0498,557.4304
0.1,20000,0.8,0.8,0.6,10,633.2364,566.4197
0.1,20000,0.8,0.8,0.6,11,639.5224,566.7697
0.1,20000,0.8,0.8,0.6,12,640.0268,570.689
0.1,20000,0.8,0.8,0.6,13,623.3885,547.7353
0.1,20000,0.8,0.8,0.6,14,623.5816,545.7313
0.1,20000,0.8,0.8,0.6,15,635.5889,572.5491
0.1,20000,0.8,0.8,0.6,16,618.0784,547.3682
0.1,20000,0.8,0.8,0.6,17,631.9928,569.1588
0.1,20000,0.8,0.8,0.6,18,630.2486,556.7881
0.1,20000,0.8,0.8,0.6,19,640.3862,573.8612
0.1,20000,0.8,0.8,0.7,0,646.1159,598.1998
0.1,20000,0.8,0.8,0.7,1,635.437,581.7581
0.1,20000,0.8,0.8,0.7,2,625.7146,565.4989
0.1,20000,0.8,0.8,0.7,3,627.4119,576.0354
0.1,20000,0.8,0.8,0.7,4,652.0715,604.4789
0.1,20000,0.8,0.8,0.7,5,642.7974,599.4419
0.1,20000,0.8,0.8,0.7,6,649.6031,603.3357
0.1,20000,0.8,0.8,0.7,7,641.7988,578.6715
0.1,20000,0.8,0.8,0.7,8,652.0635,613.7954
0.1,20000,0.8,0.8,0.7,9,638.9236,588.558
0.1,20000,0.8,0.8,0.7,10,644.339,596.8462
0.1,20000,0.8,0.8,0.7,11,650.0222,594.9835
0.1,20000,0.8,0.8,0.7,12,652.0762,602.0496
0.1,20000,0.8,0.8,0.7,13,633.0972,578.9198
0.1,20000,0.8,0.8,0.7,14,632.8435,575.3598
0.1,20000,0.8,0.8,0.7,15,648.3213,603.4183
0.1,20000,0.8,0.8,0.7,16,630.4306,576.3377
0.1,20000,0.8,0.8,0.7,17,643.8888,602.1069
0.1,20000,0.8,0.8,0.7,18,638.8383,580.8309
0.1,20000,0.8,0.8,0.7,19,651.3463,607.4366
0.1,20000,0.8,0.8,0.8,0,657.269,624.96
0.1,20000,0.8,0.8,0.8,1,645.7575,610.6744
0.1,20000,0.8,0.8,0.8,2,634.6099,589.9864
0.1,20000,0.8,0.8,0.8,3,637.8322,602.0534
0.1,20000,0.8,0.8,0.8,4,663.7196,630.6473
0.1,20000,0.8,0.8,0.8,5,654.5344,623.8753
0.1,20000,0.8,0.8,0.8,6,661.4004,627.0368
0.1,20000,0.8,0.8,0.8,7,651.0865,608.5378
0.1,20000,0.8,0.8,0.8,8,664.3767,639.127
0.1,20000,0.8,0.8,0.8,9,648.6054,612.8116
0.1,20000,0.8,0.8,0.8,10,654.5633,623.9991
0.1,20000,0.8,0.8,0.8,11,661.8953,626.0309
0.1,20000,0.8,0.8,0.8,12,662.7453,628.9517
0.1,20000,0.8,0.8,0.8,13,643.3529,613.1455
0.1,20000,0.8,0.8,0.8,14,643.321,600.8739
0.1,20000,0.8,0.8,0.8,15,660.2555,632.3878
0.1,20000,0.8,0.8,0.8,16,640.3987,603.3011
0.1,20000,0.8,0.8,0.8,17,654.4906,628.6989
0.1,20000,0.8,0.8,0.8,18,647.2328,600.8185
0.1,20000,0.8,0.8,0.8,19,664.0908,634.177
0.1,20000,0.8,0.8,0.9,0,668.5492,652.2152
0.1,20000,0.8,0.8,0.9,1,654.9775,630.5143
0.1,20000,0.8,0.8,0.9,2,644.2033,614.8755
0.1,20000,0.8,0.8,0.9,3,648.894,628.7414
0.1,20000,0.8,0.8,0.9,4,674.5213,653.4734
0.1,20000,0.8,0.8,0.9,5,665.1418,646.235
0.1,20000,0.8,0.8,0.9,6,672.3657,647.3815
0.1,20000,0.8,0.8,0.9,7,660.245,635.6913
0.1,20000,0.8,0.8,0.9,8,675.6977,660.8416
0.1,20000,0.8,0.8,0.9,9,657.9189,634.7014
0.1,20000,0.8,0.8,0.9,10,664.2126,644.5112
0.1,20000,0.8,0.8,0.9,11,673.5137,649.7192
0.1,20000,0.8,0.8,0.9,12,673.5599,650.4508
0.1,20000,0.8,0.8,0.9,13,653.9421,633.9332
0.1,20000,0.8,0.8,0.9,14,652.8562,622.1499
0.1,20000,0.8,0.8,0.9,15,671.6822,654.8446
0.1,20000,0.8,0.8,0.9,16,651.8088,626.6444
0.1,20000,0.8,0.8,0.9,17,664.1784,648.0837
0.1,20000,0.8,0.8,0.9,18,656.7719,626.0744
0.1,20000,0.8,0.8,0.9,19,675.4776,657.7512
0.1,20000,0.8,0.8,1.0,0,678.7329,676.2136
0.1,20000,0.8,0.8,1.0,1,663.5394,650.7929
0.1,20000,0.8,0.8,1.0,2,652.9359,634.7903
0.1,20000,0.8,0.8,1.0,3,658.4445,649.9639
0.1,20000,0.8,0.8,1.0,4,686.0446,672.5457
0.1,20000,0.8,0.8,1.0,5,675.4059,667.6985
0.1,20000,0.8,0.8,1.0,6,681.4116,665.3767
0.1,20000,0.8,0.8,1.0,7,668.9656,656.4083
0.1,20000,0.8,0.8,1.0,8,686.344,681.0113
0.1,20000,0.8,0.8,1.0,9,666.8552,655.5634
0.1,20000,0.8,0.8,1.0,10,673.5832,666.0563
0.1,20000,0.8,0.8,1.0,11,684.384,670.1142
0.1,20000,0.8,0.8,1.0,12,682.8335,669.5204
0.1,20000,0.8,0.8,1.0,13,663.7729,653.0891
0.1,20000,0.8,0.8,1.0,14,661.267,640.0886
0.1,20000,0.8,0.8,1.0,15,682.7278,677.9702
0.1,20000,0.8,0.8,1.0,16,660.2768,646.3844
0.1,20000,0.8,0.8,1.0,17,673.4273,665.5237
0.1,20000,0.8,0.8,1.0,18,666.1617,647.9806
0.1,20000,0.8,0.8,1.0,19,685.7097,675.4669
0.1,20000,0.8,0.9,0.5,0,631.6121,535.3288
0.1,20000,0.8,0.9,0.5,1,621.5078,519.4873
0.1,20000,0.8,0.9,0.5,2,614.7813,523.9242
0.1,20000,0.8,0.9,0.5,3,624.1642,539.4497
0.1,20000,0.8,0.9,0.5,4,624.5731,531.6312
0.1,20000,0.8,0.9,0.5,5,611.3208,529.165
0.1,20000,0.8,0.9,0.5,6,633.0746,555.1238
0.1,20000,0.8,0.9,0.5,7,637.1719,538.4673
0.1,20000,0.8,0.9,0.5,8,617.9117,525.8807
0.1,20000,0.8,0.9,0.5,9,611.63,534.9024
0.1,20000,0.8,0.9,0.5,10,620.6144,523.0561
0.1,20000,0.8,0.9,0.5,11,626.2081,538.4902
0.1,20000,0.8,0.9,0.5,12,633.1118,546.3431
0.1,20000,0.8,0.9,0.5,13,642.5156,550.0237
0.1,20000,0.8,0.9,0.5,14,626.5573,538.3214
0.1,20000,0.8,0.9,0.5,15,619.638,534.9871
0.1,20000,0.8,0.9,0.5,16,632.7991,547.241
0.1,20000,0.8,0.9,0.5,17,625.3251,531.4328
0.1,20000,0.8,0.9,0.5,18,631.7764,545.502
0.1,20000,0.8,0.9,0.5,19,627.5741,531.9784
0.1,20000,0.8,0.9,0.6,0,639.8494,570.7198
0.1,20000,0.8,0.9,0.6,1,630.4349,564.4779
0.1,20000,0.8,0.9,0.6,2,623.5767,562.7551
0.1,20000,0.8,0.9,0.6,3,635.5349,577.683
0.1,20000,0.8,0.9,0.6,4,635.1797,566.3686
0.1,20000,0.8,0.9,0.6,5,622.9876,562.5056
0.1,20000,0.8,0.9,0.6,6,645.5079,584.3001
0.1,20000,0.8,0.9,0.6,7,646.1014,575.9371
0.1,20000,0.8,0.9,0.6,8,628.0578,560.4568
0.1,20000,0.8,0.9,0.6,9,623.5292,568.102
0.1,20000,0.8,0.9,0.6,10,629.6488,562.1111
0.1,20000,0.8,0.9,0.6,11,636.4491,567.9783
0.1,20000,0.8,0.9,0.6,12,644.5015,580.9569
0.1,20000,0.8,0.9,0.6,13,654.1631,587.217
0.1,20000,0.8,0.9,0.6,14,635.9267,568.0891
0.1,20000,0.8,0.9,0.6,15,632.2806,571.9431
0.1,20000,0.8,0.9,0.6,16,644.8125,583.066
0.1,20000,0.8,0.9,0.6,17,635.0746,560.5903
0.1,20000,0.8,0.9,0.6,18,641.2033,573.5575
0.1,20000,0.8,0.9,0.6,19,636.2776,561.3523
0.1,20000,0.8,0.9,0.7,0,650.9673,601.4052
0.1,20000,0.8,0.9,0.7,1,642.0006,590.0639
0.1,20000,0.8,0.9,0.7,2,633.3741,591.2688
0.1,20000,0.8,0.9,0.7,3,648.1019,609.4572
0.1,20000,0.8,0.9,0.7,4,646.9265,593.6465
0.1,20000,0.8,0.9,0.7,5,635.153,587.4621
0.1,20000,0.8,0.9,0.7,6,656.9808,613.5152
0.1,20000,0.8,0.9,0.7,7,658.3039,605.7893
0.1,20000,0.8,0.9,0.7,8,639.297,594.5405
0.1,20000,0.8,0.9,0.7,9,636.4118,598.5152
0.1,20000,0.8,0.9,0.7,10,640.5548,594.1891
0.1,20000,0.8,0.9,0.7,11,646.6854,599.4905
0.1,20000,0.8,0.9,0.7,12,656.2725,613.4323
0.1,20000,0.8,0.9,0.7,13,666.6326,618.1481
0.1,20000,0.8,0.9,0.7,14,645.2195,594.0481
0.1,20000,0.8,0.9,0.7,15,644.228,600.7498
0.1,20000,0.8,0.9,0.7,16,657.0642,614.7606
0.1,20000,0.8,0.9,0.7,17,645.9146,586.8978
0.1,20000,0.8,0.9,0.7,18,651.3083,605.0038
0.1,20000,0.8,0.9,0.7,19,645.5457,588.183
0.1,20000,0.8,0.9,0.8,0,660.099,621.7512
0.1,20000,0.8,0.9,0.8,1,652.0584,612.2922
0.1,20000,0.8,0.9,0.8,2,643.7487,615.3286
0.1,20000,0.8,0.9,0.8,3,659.3604,631.867
0.1,20000,0.8,0.9,0.8,4,656.946,612.9329
0.1,20000,0.8,0.9,0.8,5,645.3744,612.4108
0.1,20000,0.8,0.9,0.8,6,668.6404,635.041
0.1,20000,0.8,0.9,0.8,7,668.4675,630.5844
0.1,20000,0.8,0.9,0.8,8,650.3524,616.4777
0.1,20000,0.8,0.9,0.8,9,648.6822,627.1666
0.1,20000,0.8,0.9,0.8,10,650.8596,615.9749
0.1,20000,0.8,0.9,0.8,11,656.8595,625.3335
0.1,20000,0.8,0.9,0.8,12,667.7679,639.4895
0.1,20000,0.8,0.9,0.8,13,678.668,645.4581
0.1,20000,0.8,0.9,0.8,14,655.2342,619.2853
0.1,20000,0.8,0.9,0.8,15,657.0967,627.5115
0.1,20000,0.8,0.9,0.8,16,668.6948,638.6394
0.1,20000,0.8,0.9,0.8,17,656.0772,618.398
0.1,20000,0.8,0.9,0.8,18,662.0259,625.3006
0.1,20000,0.8,0.9,0.8,19,655.5004,619.4808
0.1,20000,0.8,0.9,0.9,0,669.5165,641.508
0.1,20000,0.8,0.9,0.9,1,661.7342,633.5551
0.1,20000,0.8,0.9,0.9,2,653.5781,634.3412
0.1,20000,0.8,0.9,0.9,3,670.2034,651.3268
0.1,20000,0.8,0.9,0.9,4,666.2682,630.6734
0.1,20000,0.8,0.9,0.9,5,654.8608,632.7305
0.1,20000,0.8,0.9,0.9,6,679.5586,660.1248
0.1,20000,0.8,0.9,0.9,7,679.0227,653.9173
0.1,20000,0.8,0.9,0.9,8,660.3542,634.7273
0.1,20000,0.8,0.9,0.9,9,659.1958,648.3649
0.1,20000,0.8,0.9,0.9,10,660.6001,640.4022
0.1,20000,0.8,0.9,0.9,11,666.835,643.7313
0.1,20000,0.8,0.9,0.9,12,677.4437,658.61
0.1,20000,0.8,0.9,0.9,13,689.2746,669.2053
0.1,20000,0.8,0.9,0.9,14,664.3328,635.7563
0.1,20000,0.8,0.9,0.9,15,667.5843,648.4644
0.1,20000,0.8,0.9,0.9,16,678.4823,657.9545
0.1,20000,0.8,0.9,0.9,17,666.518,637.3449
0.1,20000,0.8,0.9,0.9,18,673.5117,647.0294
0.1,20000,0.8,0.9,0.9,19,664.7858,640.1419
0.1,20000,0.8,0.9,1.0,0,678.659,656.2903
0.1,20000,0.8,0.9,1.0,1,671.1052,652.3614
0.1,20000,0.8,0.9,1.0,2,662.5782,651.6483
0.1,20000,0.8,0.9,1.0,3,679.2343,666.3084
0.1,20000,0.8,0.9,1.0,4,674.8943,650.9784
0.1,20000,0.8,0.9,1.0,5,663.3368,649.4902
0.1,20000,0.8,0.9,1.0,6,688.8804,675.6675
0.1,20000,0.8,0.9,1.0,7,687.2764,670.5386
0.1,20000,0.8,0.9,1.0,8,668.8236,648.7827
0.1,20000,0.8,0.9,1.0,9,669.0253,664.4571
0.1,20000,0.8,0.9,1.0,10,669.1516,655.6691
0.1,20000,0.8,0.9,1.0,11,675.5531,660.4107
0.1,20000,0.8,0.9,1.0,12,687.1541,673.0149
0.1,20000,0.8,0.9,1.0,13,698.7837,687.3265
0.1,20000,0.8,0.9,1.0,14,673.0666,650.5773
0.1,20000,0.8,0.9,1.0,15,676.4789,667.1565
0.1,20000,0.8,0.9,1.0,16,688.3338,676.761
0.1,20000,0.8,0.9,1.0,17,676.1259,657.1662
0.1,20000,0.8,0.9,1.0,18,681.8217,665.3804
0.1,20000,0.8,0.9,1.0,19,674.1186,660.2002
0.1,20000,0.8,1.0,0.5,0,622.6749,545.4314
0.1,20000,0.8,1.0,0.5,1,620.3308,525.0098
0.1,20000,0.8,1.0,0.5,2,629.7761,546.5688
0.1,20000,0.8,1.0,0.5,3,636.0485,545.1616
0.1,20000,0.8,1.0,0.5,4,619.3859,549.437
0.1,20000,0.8,1.0,0.5,5,618.5218,541.9353
0.1,20000,0.8,1.0,0.5,6,621.464,543.8912
0.1,20000,0.8,1.0,0.5,7,615.4345,537.9511
0.1,20000,0.8,1.0,0.5,8,634.932,556.6392
0.1,20000,0.8,1.0,0.5,9,631.2845,552.5904
0.1,20000,0.8,1.0,0.5,10,619.2042,532.7773
0.1,20000,0.8,1.0,0.5,11,627.6079,537.9226
0.1,20000,0.8,1.0,0.5,12,626.7798,551.8808
0.1,20000,0.8,1.0,0.5,13,638.1247,566.8884
0.1,20000,0.8,1.0,0.5,14,617.7433,528.0298
0.1,20000,0.8,1.0,0.5,15,611.861,530.6342
0.1,20000,0.8,1.0,0.5,16,632.0602,551.9579
0.1,20000,0.8,1.0,0.5,17,612.6597,533.5541
0.1,20000,0.8,1.0,0.5,18,610.3066,534.4065
0.1,20000,0.8,1.0,0.5,19,632.3181,552.3837
0.1,20000,0.8,1.0,0.6,0,633.9405,573.5197
0.1,20000,0.8,1.0,0.6,1,628.5221,556.2845
0.1,20000,0.8,1.0,0.6,2,641.6566,574.0763
0.1,20000,0.8,1.0,0.6,3,645.6812,579.2872
0.1,20000,0.8,1.0,0.6,4,631.3176,587.2979
0.1,20000,0.8,1.0,0.6,5,629.9849,567.6502
0.1,20000,0.8,1.0,0.6,6,631.842,570.7952
0.1,20000,0.8,1.0,0.6,7,626.9359,570.878
0.1,20000,0.8,1.0,0.6,8,646.5883,586.9335
0.1,20000,0.8,1.0,0.6,9,643.5807,583.0002
0.1,20000,0.8,1.0,0.6,10,628.9529,562.8518
0.1,20000,0.8,1.0,0.6,11,638.7281,570.3891
0.1,20000,0.8,1.0,0.6,12,639.2403,589.9393
0.1,20000,0.8,1.0,0.6,13,651.0151,603.2203
0.1,20000,0.8,1.0,0.6,14,627.6992,561.1143
0.1,20000,0.8,1.0,0.6,15,624.3154,560.3275
0.1,20000,0.8,1.0,0.6,16,645.3266,582.0835
0.1,20000,0.8,1.0,0.6,17,624.1221,563.9938
0.1,20000,0.8,1.0,0.6,18,622.4664,569.3861
0.1,20000,0.8,1.0,0.6,19,643.4733,580.6887
0.1,20000,0.8,1.0,0.7,0,644.6517,593.1928
0.1,20000,0.8,1.0,0.7,1,637.9502,585.8371
0.1,20000,0.8,1.0,0.7,2,653.252,599.1047
0.1,20000,0.8,1.0,0.7,3,656.0574,610.8717
0.1,20000,0.8,1.0,0.7,4,643.0427,613.1568
0.1,20000,0.8,1.0,0.7,5,640.7105,590.8386
0.1,20000,0.8,1.0,0.7,6,641.6417,591.0756
0.1,20000,0.8,1.0,0.7,7,637.5457,599.0144
0.1,20000,0.8,1.0,0.7,8,658.8894,616.5775
0.1,20000,0.8,1.0,0.7,9,654.6094,612.6012
0.1,20000,0.8,1.0,0.7,10,638.5659,585.2264
0.1,20000,0.8,1.0,0.7,11,649.4702,601.933
0.1,20000,0.8,1.0,0.7,12,651.4073,617.5994
0.1,20000,0.8,1.0,0.7,13,663.5875,627.8557
0.1,20000,0.8,1.0,0.7,14,639.8718,593.4229
0.1,20000,0.8,1.0,0.7,15,635.5076,587.9607
0.1,20000,0.8,1.0,0.7,16,658.08,614.9228
0.1,20000,0.8,1.0,0.7,17,634.6881,590.159
0.1,20000,0.8,1.0,0.7,18,634.4663,594.0112
0.1,20000,0.8,1.0,0.7,19,654.9531,603.1115
0.1,20000,0.8,1.0,0.8,0,654.6916,614.3383
0.1,20000,0.8,1.0,0.8,1,646.6981,609.9152
0.1,20000,0.8,1.0,0.8,2,663.0668,619.244
0.1,20000,0.8,1.0,0.8,3,666.3098,633.0047
0.1,20000,0.8,1.0,0.8,4,654.2701,637.7858
0.1,20000,0.8,1.0,0.8,5,651.4248,615.1087
0.1,20000,0.8,1.0,0.8,6,650.4526,609.8051
0.1,20000,0.8,1.0,0.8,7,647.5692,623.9212
0.1,20000,0.8,1.0,0.8,8,668.8569,637.1593
0.1,20000,0.8,1.0,0.8,9,665.6233,633.2007
0.1,20000,0.8,1.0,0.8,10,647.6634,605.1844
0.1,20000,0.8,1.0,0.8,11,658.8768,621.9911
0.1,20000,0.8,1.0,0.8,12,662.9404,637.1821
0.1,20000,0.8,1.0,0.8,13,674.4362,649.4575
0.1,20000,0.8,1.0,0.8,14,650.2459,616.6824
0.1,20000,0.8,1.0,0.8,15,646.2403,606.2664
0.1,20000,0.8,1.0,0.8,16,671.8849,641.6714
0.1,20000,0.8,1.0,0.8,17,644.5228,615.0524
0.1,20000,0.8,1.0,0.8,18,645.042,615.6656
0.1,20000,0.8,1.0,0.8,19,664.8511,626.2353
0.1,20000,0.8,1.0,0.9,0,662.9255,631.5686
0.1,20000,0.8,1.0,0.9,1,656.7872,625.3921
0.1,20000,0.8,1.0,0.9,2,672.7214,637.4218
0.1,20000,0.8,1.0,0.9,3,675.0788,648.8405
0.1,20000,0.8,1.0,0.9,4,664.1086,653.6645
0.1,20000,0.8,1.0,0.9,5,660.9042,636.5381
0.1,20000,0.8,1.0,0.9,6,658.4615,625.3033
0.1,20000,0.8,1.0,0.9,7,657.4989,641.4066
0.1,20000,0.8,1.0,0.9,8,678.442,652.4018
0.1,20000,0.8,1.0,0.9,9,676.5653,653.14
0.1,20000,0.8,1.0,0.9,10,656.204,624.2022
0.1,20000,0.8,1.0,0.9,11,667.7966,642.9399
0.1,20000,0.8,1.0,0.9,12,673.1982,656.3202
0.1,20000,0.8,1.0,0.9,13,684.752,669.703
0.1,20000,0.8,1.0,0.9,14,659.3583,632.3209
0.1,20000,0.8,1.0,0.9,15,655.4463,626.3316
0.1,20000,0.8,1.0,0.9,16,682.3817,661.5977
0.1,20000,0.8,1.0,0.9,17,654.0379,630.0596
0.1,20000,0.8,1.0,0.9,18,654.8405,632.8184
0.1,20000,0.8,1.0,0.9,19,673.7469,646.0833
0.1,20000,0.8,1.0,1.0,0,670.9706,647.9822
0.1,20000,0.8,1.0,1.0,1,663.3945,638.8596
0.1,20000,0.8,1.0,1.0,2,680.3649,651.2978
0.1,20000,0.8,1.0,1.0,3,683.3413,663.6751
0.1,20000,0.8,1.0,1.0,4,672.6744,667.2701
0.1,20000,0.8,1.0,1.0,5,669.3055,651.043
0.1,20000,0.8,1.0,1.0,6,665.1401,640.8143
0.1,20000,0.8,1.0,1.0,7,664.905,657.7653
0.1,20000,0.8,1.0,1.0,8,686.3034,665.0531
0.1,20000,0.8,1.0,1.0,9,683.3389,664.616
0.1,20000,0.8,1.0,1.0,10,663.781,639.8923
0.1,20000,0.8,1.0,1.0,11,675.0595,657.701
0.1,20000,0.8,1.0,1.0,12,681.7539,669.3795
0.1,20000,0.8,1.0,1.0,13,693.1286,683.4685
0.1,20000,0.8,1.0,1.0,14,668.4509,647.4317
0.1,20000,0.8,1.0,1.0,15,664.3483,646.01
0.1,20000,0.8,1.0,1.0,16,691.5601,681.7684
0.1,20000,0.8,1.0,1.0,17,661.9146,644.6478
0.1,20000,0.8,1.0,1.0,18,664.5466,651.2629
0.1,20000,0.8,1.0,1.0,19,682.0636,661.364
