b_p,n,p_M,h,run_index,active_set,majority
0.1,20000,0.5,0.8,19,628.6232,328.0596
0.1,20000,0.5,0.9,0,606.6492,296.3994
0.1,20000,0.5,0.9,1,611.1887,305.9685
0.1,20000,0.5,0.9,2,596.4677,298.1427
0.1,20000,0.5,0.9,3,612.4571,301.1785
0.1,20000,0.5,0.9,4,614.0875,296.0874
0.1,20000,0.5,0.9,5,602.4607,300.1488
0.1,20000,0.5,0.9,6,618.5011,315.2725
0.1,20000,0.5,0.9,7,593.297,295.5921
0.1,20000,0.5,0.9,8,606.835,295.8634
0.1,20000,0.5,0.9,9,612.2585,301.9445
0.1,20000,0.5,0.9,10,613.3059,319.1062
0.1,20000,0.5,0.9,11,595.1352,311.7264
0.1,20000,0.5,0.9,12,590.6716,304.218
0.1,20000,0.5,0.9,13,616.3425,307.4493
0.1,20000,0.5,0.9,14,615.9051,315.8251
0.1,20000,0.5,0.9,15,604.746,300.9691
0.1,20000,0.5,0.9,16,589.296,307.1488
0.1,20000,0.5,0.9,17,605.9655,287.8965
0.1,20000,0.5,0.9,18,599.2075,319.302
0.1,20000,0.5,0.9,19,600.0269,291.9532
0.1,20000,0.5,1.0,0,599.8884,284.0643
0.1,20000,0.5,1.0,1,596.9853,274.2616
0.1,20000,0.5,1.0,2,614.3475,286.6024
0.1,20000,0.5,1.0,3,602.3693,319.0685
0.1,20000,0.5,1.0,4,616.4874,319.0022
0.1,20000,0.5,1.0,5,584.8243,296.3294
0.1,20000,0.5,1.0,6,597.8387,301.5842
0.1,20000,0.5,1.0,7,606.2559,291.1766
0.1,20000,0.5,1.0,8,602.8567,283.785
0.1,20000,0.5,1.0,9,608.039,308.0598
0.1,20000,0.5,1.0,10,611.7383,313.5188
0.1,20000,0.5,1.0,11,573.2338,288.6989
0.1,20000,0.5,1.0,12,592.3108,283.2008
0.1,20000,0.5,1.0,13,612.7023,320.6721
0.1,20000,0.5,1.0,14,599.6748,284.9143
0.1,20000,0.5,1.0,15,593.025,297.0377
0.1,20000,0.5,1.0,16,609.8453,305.2106
0.1,20000,0.5,1.0,17,593.1757,295.0039
0.1,20000,0.5,1.0,18,599.3107,299.3779
0.1,20000,0.5,1.0,19,593.8816,305.1663
0.1,20000,0.6,0.5,0,610.7887,366.7547
0.1,20000,0.6,0.5,1,602.4073,369.316
0.1,20000,0.6,0.5,2,610.1877,369.7396
0.1,20000,0.6,0.5,3,615.0722,385.7315
0.1,20000,0.6,0.5,4,605.1968,362.8628
0.1,20000,0.6,0.5,5,605.3086,371.3013
0.1,20000,0.6,0.5,6,622.0243,369.4522
0.1,20000,0.6,0.5,7,616.6259,363.9854
0.1,20000,0.6,0.5,8,598.2483,367.2801
0.1,20000,0.6,0.5,9,604.1609,362.0516
0.1,20000,0.6,0.5,10,595.6162,350.1213
0.1,20000,0.6,0.5,11,608.241,372.4405
0.1,20000,0.6,0.5,12,610.8426,371.4323
0.1,20000,0.6,0.5,13,607.7407,361.4968
0.1,20000,0.6,0.5,14,607.1688,366.6601
0.1,20000,0.6,0.5,15,603.497,353.8221
0.1,20000,0.6,0.5,16,587.5759,354.2371
0.1,20000,0.6,0.5,17,615.7823,364.8995
0.1,20000,0.6,0.5,18,628.512,376.7625
0.1,20000,0.6,0.5,19,609.2489,367.5832
0.1,20000,0.6,0.6,0,611.0089,376.608
0.1,20000,0.6,0.6,1,605.4267,369.5919
0.1,20000,0.6,0.6,2,623.9063,385.0863
0.1,20000,0.6,0.6,3,609.0348,357.2548
0.1,20000,0.6,0.6,4,603.0043,368.3865
0.1,20000,0.6,0.6,5,638.0116,393.0327
0.1,20000,0.6,0.6,6,612.7278,354.8563
0.1,20000,0.6,0.6,7,602.3569,373.1578
0.1,20000,0.6,0.6,8,609.1807,369.9697
0.1,20000,0.6,0.6,9,603.7471,369.8014
0.1,20000,0.6,0.6,10,628.5337,386.5002
0.1,20000,0.6,0.6,11,602.9466,364.3144
0.1,20000,0.6,0.6,12,590.688,360.9678
0.1,20000,0.6,0.6,13,595.7083,367.4957
0.1,20000,0.6,0.6,14,610.12,365.8732
0.1,20000,0.6,0.6,15,609.8867,379.9875
0.1,20000,0.6,0.6,16,609.3337,375.0177
0.1,20000,0.6,0.6,17,608.2334,363.3169
0.1,20000,0.6,0.6,18,614.0113,360.8234
0.1,20000,0.6,0.6,19,603.9991,379.8641
0.1,20000,0.6,0.7,0,581.8247,364.8199
0.1,20000,0.6,0.7,1,610.5062,376.9887
0.1,20000,0.6,0.7,2,592.2361,362.93
0.1,20000,0.6,0.7,3,604.7707,370.7761
0.1,20000,0.6,0.7,4,609.8497,380.25
0.1,20000,0.6,0.7,5,607.3984,357.8475
0.1,20000,0.6,0.7,6,619.0011,405.7975
0.1,20000,0.6,0.7,7,614.2487,375.8947
0.1,20000,0.6,0.7,8,609.5329,368.0574
0.1,20000,0.6,0.7,9,585.0329,360.8894
0.1,20000,0.6,0.7,10,612.6651,377.6098
0.1,20000,0.6,0.7,11,597.4628,362.8074
0.1,20000,0.6,0.7,12,593.8603,365.9796
0.1,20000,0.6,0.7,13,592.4963,365.9243
0.1,20000,0.6,0.7,14,603.9187,378.3138
0.1,20000,0.6,0.7,15,607.9489,370.973
0.1,20000,0.6,0.7,16,616.0898,374.9196
0.1,20000,0.6,0.7,17,623.9227,391.3521
0.1,20000,0.6,0.7,18,614.8646,373.5858
0.1,20000,0.6,0.7,19,611.5559,362.1866
0.1,20000,0.6,0.8,0,612.3461,406.1897
0.1,20000,0.6,0.8,1,610.1877,381.1755
0.1,20000,0.6,0.8,2,614.2892,398.0748
0.1,20000,0.6,0.8,3,604.2686,381.1773
0.1,20000,0.6,0.8,4,604.2286,378.2534
0.1,20000,0.6,0.8,5,626.5267,401.3137
0.1,20000,0.6,0.8,6,615.7803,406.827
0.1,20000,0.6,0.8,7,624.7768,395.9202
0.1,20000,0.6,0.8,8,616.0187,382.8061
0.1,20000,0.6,0.8,9,607.8162,390.5625
0.1,20000,0.6,0.8,10,611.0894,373.7071
0.1,20000,0.6,0.8,11,600.8664,373.4866
0.1,20000,0.6,0.8,12,615.7297,393.6926
0.1,20000,0.6,0.8,13,617.5541,394.9944
0.1,20000,0.6,0.8,14,609.5434,380.777
0.1,20000,0.6,0.8,15,591.9531,383.6618
0.1,20000,0.6,0.8,16,604.916,374.4439
0.1,20000,0.6,0.8,17,615.6927,398.637
0.1,20000,0.6,0.8,18,619.0533,395.0368
0.1,20000,0.6,0.8,19,606.5205,382.4505
0.1,20000,0.6,0.9,0,601.7997,386.1228
0.1,20000,0.6,0.9,1,604.3522,377.8058
0.1,20000,0.6,0.9,2,585.8003,361.8244
0.1,20000,0.6,0.9,3,600.4015,375.5194
0.1,20000,0.6,0.9,4,606.6817,374.2902
0.1,20000,0.6,0.9,5,603.0078,398.2122
0.1,20000,0.6,0.9,6,617.5179,400.3777
0.1,20000,0.6,0.9,7,605.3398,377.5586
0.1,20000,0.6,0.9,8,618.1523,383.0983
0.1,20000,0.6,0.9,9,605.4404,381.1492
0.1,20000,0.6,0.9,10,630.3711,393.2117
0.1,20000,0.6,0.9,11,597.9408,388.1228
0.1,20000,0.6,0.9,12,601.2829,373.811
0.1,20000,0.6,0.9,13,602.735,376.7949
0.1,20000,0.6,0.9,14,605.158,382.2251
0.1,20000,0.6,0.9,15,602.7234,369.3809
0.1,20000,0.6,0.9,16,610.7832,393.3783
0.1,20000,0.6,0.9,17,622.0638,382.3119
0.1,20000,0.6,0.9,18,612.2208,381.5203
0.1,20000,0.6,0.9,19,611.9876,382.882
0.1,20000,0.6,1.0,0,608.5715,370.5126
0.1,20000,0.6,1.0,1,607.86,391.9398
0.1,20000,0.6,1.0,2,606.5843,388.8599
0.1,20000,0.6,1.0,3,612.9463,392.7179
0.1,20000,0.6,1.0,4,594.4822,369.3927
0.1,20000,0.6,1.0,5,603.107,374.6191
0.1,20000,0.6,1.0,6,599.758,396.2126
0.1,20000,0.6,1.0,7,615.362,406.3261
0.1,20000,0.6,1.0,8,609.5207,389.0026
0.1,20000,0.6,1.0,9,608.4261,394.0076
0.1,20000,0.6,1.0,10,599.2394,378.1732
0.1,20000,0.6,1.0,11,607.9811,395.0196
0.1,20000,0.6,1.0,12,606.8476,405.9792
0.1,20000,0.6,1.0,13,594.4846,371.1777
0.1,20000,0.6,1.0,14,623.7887,392.763
0.1,20000,0.6,1.0,15,592.7182,367.4618
0.1,20000,0.6,1.0,16,616.0498,386.0078
0.1,20000,0.6,1.0,17,631.2733,418.7575
0.1,20000,0.6,1.0,18,591.561,371.037
0.1,20000,0.6,1.0,19,609.445,382.8026
0.1,20000,0.7,0.5,0,599.752,434.7565
0.1,20000,0.7,0.5,1,610.8865,433.4309
0.1,20000,0.7,0.5,2,603.4215,413.9429
0.1,20000,0.7,0.5,3,623.436,436.5493
0.1,20000,0.7,0.5,4,609.665,422.8632
0.1,20000,0.7,0.5,5,613.4651,440.8291
0.1,20000,0.7,0.5,6,608.1006,435.2765
0.1,20000,0.7,0.5,7,608.2874,426.5341
0.1,20000,0.7,0.5,8,600.0943,410.638
0.1,20000,0.7,0.5,9,610.5897,424.2969
0.1,20000,0.7,0.5,10,603.8807,429.3385
0.1,20000,0.7,0.5,11,600.0379,416.2354
0.1,20000,0.7,0.5,12,604.916,435.3054
0.1,20000,0.7,0.5,13,605.5339,414.9916
0.1,20000,0.7,0.5,14,602.2344,416.4904
0.1,20000,0.7,0.5,15,610.1298,423.5644
0.1,20000,0.7,0.5,16,605.3469,408.5421
0.1,20000,0.7,0.5,17,612.2115,440.1386
0.1,20000,0.7,0.5,18,597.7994,421.2944
0.1,20000,0.7,0.5,19,598.0455,424.9581
0.1,20000,0.7,0.6,0,606.7068,433.0721
0.1,20000,0.7,0.6,1,614.3585,431.9803
0.1,20000,0.7,0.6,2,609.5721,435.6044
0.1,20000,0.7,0.6,3,619.7554,446.5836
0.1,20000,0.7,0.6,4,606.4267,414.4275
0.1,20000,0.7,0.6,5,598.5108,435.4361
0.1,20000,0.7,0.6,6,629.6769,451.3188
0.1,20000,0.7,0.6,7,617.1881,443.3353
0.1,20000,0.7,0.6,8,597.9993,429.213
0.1,20000,0.7,0.6,9,621.3916,436.864
0.1,20000,0.7,0.6,10,605.8282,437.7001
0.1,20000,0.7,0.6,11,608.8003,451.8625
0.1,20000,0.7,0.6,12,614.5671,444.9612
0.1,20000,0.7,0.6,13,614.0082,445.8509
0.1,20000,0.7,0.6,14,618.8213,436.5337
0.1,20000,0.7,0.6,15,604.0061,432.1373
0.1,20000,0.7,0.6,16,598.764,419.4061
0.1,20000,0.7,0.6,17,620.6998,440.2363
0.1,20000,0.7,0.6,18,584.4035,423.3531
0.1,20000,0.7,0.6,19,608.3579,437.0734
0.1,20000,0.7,0.7,0,616.1975,451.1062
0.1,20000,0.7,0.7,1,607.4955,444.5199
0.1,20000,0.7,0.7,2,617.7526,458.269
0.1,20000,0.7,0.7,3,609.577,454.9229
0.1,20000,0.7,0.7,4,614.0966,436.6666
0.1,20000,0.7,0.7,5,588.8244,429.7755
0.1,20000,0.7,0.7,6,611.7122,452.1148
0.1,20000,0.7,0.7,7,611.6263,456.8398
0.1,20000,0.7,0.7,8,600.6382,428.2313
0.1,20000,0.7,0.7,9,610.0163,457.3867
0.1,20000,0.7,0.7,10,613.8971,447.2252
0.1,20000,0.7,0.7,11,602.51,421.1022
0.1,20000,0.7,0.7,12,616.2071,437.2975
0.1,20000,0.7,0.7,13,602.0913,444.5578
0.1,20000,0.7,0.7,14,625.7289,460.1318
0.1,20000,0.7,0.7,15,609.9366,442.06
0.1,20000,0.7,0.7,16,605.3055,450.2457
0.1,20000,0.7,0.7,17,593.9324,425.6397
0.1,20000,0.7,0.7,18,602.9877,446.2338
0.1,20000,0.7,0.7,19,617.0495,473.6337
0.1,20000,0.7,0.8,0,600.5202,443.4477
0.1,20000,0.7,0.8,1,601.4304,451.3986
0.1,20000,0.7,0.8,2,625.5732,461.6225
0.1,20000,0.7,0.8,3,622.5243,465.6289
0.1,20000,0.7,0.8,4,612.3234,448.1766
0.1,20000,0.7,0.8,5,604.7348,456.4483
0.1,20000,0.7,0.8,6,622.0045,466.187
0.1,20000,0.7,0.8,7,613.5223,448.0854
0.1,20000,0.7,0.8,8,607.6067,462.904
0.1,20000,0.7,0.8,9,621.2279,458.6844
0.1,20000,0.7,0.8,10,608.3953,449.0129
0.1,20000,0.7,0.8,11,611.3087,466.949
0.1,20000,0.7,0.8,12,626.8521,471.4754
0.1,20000,0.7,0.8,13,602.067,454.8359
0.1,20000,0.7,0.8,14,615.2019,462.2102
0.1,20000,0.7,0.8,15,620.0899,457.1217
0.1,20000,0.7,0.8,16,613.0653,460.7437
0.1,20000,0.7,0.8,17,628.6482,487.6816
0.1,20000,0.7,0.8,18,607.5754,450.605
0.1,20000,0.7,0.8,19,608.1564,456.7215
0.1,20000,0.7,0.9,0,623.114,472.7424
0.1,20000,0.7,0.9,1,620.0529,476.9188
0.1,20000,0.7,0.9,2,618.4855,475.3707
0.1,20000,0.7,0.9,3,601.292,451.9792
0.1,20000,0.7,0.9,4,602.4711,452.4779
0.1,20000,0.7,0.9,5,609.8985,472.9434
0.1,20000,0.7,0.9,6,622.6833,471.355
0.1,20000,0.7,0.9,7,615.9202,473.1307
0.1,20000,0.7,0.9,8,594.7242,449.9349
0.1,20000,0.7,0.9,9,610.5951,457.4536
0.1,20000,0.7,0.9,10,607.6153,463.2925
0.1,20000,0.7,0.9,11,599.3259,462.6237
0.1,20000,0.7,0.9,12,622.9606,474.1527
0.1,20000,0.7,0.9,13,601.3293,449.1902
0.1,20000,0.7,0.9,14,602.0364,448.1538
0.1,20000,0.7,0.9,15,610.7353,440.5292
0.1,20000,0.7,0.9,16,609.73,453.205
0.1,20000,0.7,0.9,17,622.8057,480.5628
0.1,20000,0.7,0.9,18,609.3811,458.3669
0.1,20000,0.7,0.9,19,624.6731,467.9774
0.1,20000,0.7,1.0,0,605.1945,456.6134
0.1,20000,0.7,1.0,1,628.6301,477.487
0.1,20000,0.7,1.0,2,618.8318,463.5816
0.1,20000,0.7,1.0,3,616.7711,469.0359
0.1,20000,0.7,1.0,4,632.7677,478.1118
0.1,20000,0.7,1.0,5,619.8129,478.7104
0.1,20000,0.7,1.0,6,607.3794,469.6675
0.1,20000,0.7,1.0,7,607.6329,469.0324
0.1,20000,0.7,1.0,8,610.5807,468.4889
0.1,20000,0.7,1.0,9,607.0137,450.9785
0.1,20000,0.7,1.0,10,621.5141,469.0568
0.1,20000,0.7,1.0,11,609.388,452.4805
0.1,20000,0.7,1.0,12,615.348,468.2325
0.1,20000,0.7,1.0,13,612.7809,453.2948
0.1,20000,0.7,1.0,14,627.5325,480.6121
0.1,20000,0.7,1.0,15,604.2316,460.8735
0.1,20000,0.7,1.0,16,618.6282,465.7577
0.1,20000,0.7,1.0,17,606.5049,474.5929
0.1,20000,0.7,1.0,18,606.0821,458.0696
0.1,20000,0.7,1.0,19,626.8957,481.9406
0.1,20000,0.8,0.5,0,598.3357,470.2376
0.1,20000,0.8,0.5,1,596.857,479.4341
0.1,20000,0.8,0.5,2,602.8969,471.4241
0.1,20000,0.8,0.5,3,607.7566,477.4247
0.1,20000,0.8,0.5,4,603.718,477.7651
0.1,20000,0.8,0.5,5,619.0005,487.5461
0.1,20000,0.8,0.5,6,609.094,490.1125
0.1,20000,0.8,0.5,7,614.4192,487.5571
0.1,20000,0.8,0.5,8,591.9019,467.4384
0.1,20000,0.8,0.5,9,608.6118,490.7844
0.1,20000,0.8,0.5,10,606.9353,484.062
0.1,20000,0.8,0.5,11,604.5854,469.711
0.1,20000,0.8,0.5,12,599.1141,471.6982
0.1,20000,0.8,0.5,13,603.128,478.9511
0.1,20000,0.8,0.5,14,605.5199,477.0765
0.1,20000,0.8,0.5,15,615.8943,488.119
0.1,20000,0.8,0.5,16,607.7256,480.8915
0.1,20000,0.8,0.5,17,621.8079,496.1783
0.1,20000,0.8,0.5,18,613.8843,492.9097
0.1,20000,0.8,0.5,19,601.3852,480.7411
0.1,20000,0.8,0.6,0,621.4494,506.7369
0.1,20000,0.8,0.6,1,620.9527,498.9601
0.1,20000,0.8,0.6,2,629.477,516.2296
0.1,20000,0.8,0.6,3,608.721,494.8777
0.1,20000,0.8,0.6,4,605.2999,489.3725
0.1,20000,0.8,0.6,5,613.6783,509.7371
0.1,20000,0.8,0.6,6,606.1835,490.58
0.1,20000,0.8,0.6,7,607.693,498.8994
0.1,20000,0.8,0.6,8,623.2603,510.2613
0.1,20000,0.8,0.6,9,613.5006,503.4317
0.1,20000,0.8,0.6,10,612.6418,504.0353
0.1,20000,0.8,0.6,11,593.7195,492.3338
0.1,20000,0.8,0.6,12,619.9771,501.5769
0.1,20000,0.8,0.6,13,620.0117,507.4008
0.1,20000,0.8,0.6,14,612.8412,502.6755
0.1,20000,0.8,0.6,15,624.8576,515.8006
0.1,20000,0.8,0.6,16,583.3944,479.5175
0.1,20000,0.8,0.6,17,618.052,501.361
0.1,20000,0.8,0.6,18,628.0837,523.4571
0.1,20000,0.8,0.6,19,615.5556,502.726
0.1,20000,0.8,0.7,0,604.1466,505.1707
0.1,20000,0.8,0.7,1,604.3052,512.9491
0.1,20000,0.8,0.7,2,617.6651,517.6768
0.1,20000,0.8,0.7,3,627.6865,529.0632
0.1,20000,0.8,0.7,4,608.1849,508.3992
0.1,20000,0.8,0.7,5,607.2502,504.9862
0.1,20000,0.8,0.7,6,627.6733,507.9538
0.1,20000,0.8,0.7,7,627.1281,531.6771
0.1,20000,0.8,0.7,8,608.3638,507.0889
0.1,20000,0.8,0.7,9,631.666,531.4531
0.1,20000,0.8,0.7,10,610.509,507.4527
0.1,20000,0.8,0.7,11,609.7433,508.4305
0.1,20000,0.8,0.7,12,610.336,512.1211
0.1,20000,0.8,0.7,13,611.5458,502.4192
0.1,20000,0.8,0.7,14,620.2994,522.7959
0.1,20000,0.8,0.7,15,592.1377,493.1972
0.1,20000,0.8,0.7,16,624.2525,525.4032
0.1,20000,0.8,0.7,17,610.1905,506.2218
0.1,20000,0.8,0.7,18,623.3102,526.0463
0.1,20000,0.8,0.7,19,638.4562,539.0937
0.1,20000,0.8,0.8,0,623.5988,537.7447
0.1,20000,0.8,0.8,1,618.6042,523.8851
0.1,20000,0.8,0.8,2,610.8923,506.4116
0.1,20000,0.8,0.8,3,608.6683,510.5514
0.1,20000,0.8,0.8,4,627.8341,537.5155
0.1,20000,0.8,0.8,5,619.1319,523.582
0.1,20000,0.8,0.8,6,627.5071,539.0131
0.1,20000,0.8,0.8,7,627.5447,524.2515
0.1,20000,0.8,0.8,8,627.978,544.331
0.1,20000,0.8,0.8,9,620.4346,524.2648
0.1,20000,0.8,0.8,10,623.6158,529.0128
0.1,20000,0.8,0.8,11,627.9132,527.8879
0.1,20000,0.8,0.8,12,630.692,537.9624
0.1,20000,0.8,0.8,13,616.5264,508.5094
0.1,20000,0.8,0.8,14,616.2026,515.0656
0.1,20000,0.8,0.8,15,624.1433,535.554
0.1,20000,0.8,0.8,16,608.9033,506.3293
0.1,20000,0.8,0.8,17,622.1091,540.6153
0.1,20000,0.8,0.8,18,622.7264,524.4759
0.1,20000,0.8,0.8,19,629.1709,539.0226
0.1,20000,0.8,0.9,0,631.5487,535.0984
0.1,20000,0.8,0.9,1,621.0344,519.6389
0.1,20000,0.8,0.9,2,614.6736,523.9329
0.1,20000,0.8,0.9,3,624.1303,542.1014
0.1,20000,0.8,0.9,4,624.5886,531.633
0.1,20000,0.8,0.9,5,611.7605,531.5866
0.1,20000,0.8,0.9,6,633.3377,555.4674
0.1,20000,0.8,0.9,7,637.6727,539.0979
0.1,20000,0.8,0.9,8,617.78,524.6874
0.1,20000,0.8,0.9,9,611.2016,533.6346
0.1,20000,0.8,0.9,10,620.6622,524.4978
0.1,20000,0.8,0.9,11,626.4249,540.7933
0.1,20000,0.8,0.9,12,633.2656,546.406
0.1,20000,0.8,0.9,13,642.9953,551.988
0.1,20000,0.8,0.9,14,625.9567,536.4007
0.1,20000,0.8,0.9,15,619.9739,534.2652
0.1,20000,0.8,0.9,16,633.1833,547.5683
0.1,20000,0.8,0.9,17,624.8716,531.4221
0.1,20000,0.8,0.9,18,630.7358,545.7714
0.1,20000,0.8,0.9,19,627.2547,529.957
0.1,20000,0.8,1.0,0,622.1894,544.6334
0.1,20000,0.8,1.0,1,620.351,525.9386
0.1,20000,0.8,1.0,2,629.3955,544.9944
0.1,20000,0.8,1.0,3,636.2143,545.7507
0.1,20000,0.8,1.0,4,619.1427,549.2367
0.1,20000,0.8,1.0,5,617.7981,540.7536
0.1,20000,0.8,1.0,6,621.4157,544.7321
0.1,20000,0.8,1.0,7,615.6501,539.3681
0.1,20000,0.8,1.0,8,634.3798,556.309
0.1,20000,0.8,1.0,9,631.3034,551.0351
0.1,20000,0.8,1.0,10,619.7125,532.7265
0.1,20000,0.8,1.0,11,628.0473,538.1622
0.1,20000,0.8,1.0,12,626.2535,551.6036
0.1,20000,0.8,1.0,13,637.5254,565.2301
0.1,20000,0.8,1.0,14,618.169,529.6801
0.1,20000,0.8,1.0,15,611.5609,528.7036
0.1,20000,0.8,1.0,16,632.2371,550.8942
0.1,20000,0.8,1.0,17,612.7536,534.5795
0.1,20000,0.8,1.0,18,610.5431,534.6806
0.1,20000,0.8,1.0,19,632.3116,551.25
