b_p,network,h_p,lambda,gamma,run_index,active_set,majority
0.01,bofa_careers,0.5,0.8,0.7,8,599.415,446.307
0.01,bofa_careers,0.5,0.8,0.7,9,597.679,444.469
0.01,bofa_careers,0.5,0.8,0.8,0,598.499,468.718
0.01,bofa_careers,0.5,0.8,0.8,1,599.396,468.539
0.01,bofa_careers,0.5,0.8,0.8,2,598.817,469.847
0.01,bofa_careers,0.5,0.8,0.8,3,600.263,470.216
0.01,bofa_careers,0.5,0.8,0.8,4,599.066,470.377
0.01,bofa_careers,0.5,0.8,0.8,5,599.346,469.498
0.01,bofa_careers,0.5,0.8,0.8,6,598.836,470.036
0.01,bofa_careers,0.5,0.8,0.8,7,599.222,470.406
0.01,bofa_careers,0.5,0.8,0.8,8,598.931,470.495
0.01,bofa_careers,0.5,0.8,0.8,9,600.145,469.783
0.01,bofa_careers,0.5,0.8,0.9,0,597.565,483.642
0.01,bofa_careers,0.5,0.8,0.9,1,597.513,484.116
0.01,bofa_careers,0.5,0.8,0.9,2,595.322,482.51
0.01,bofa_careers,0.5,0.8,0.9,3,596.856,483.281
0.01,bofa_careers,0.5,0.8,0.9,4,597.088,483.201
0.01,bofa_careers,0.5,0.8,0.9,5,596.82,483.293
0.01,bofa_careers,0.5,0.8,0.9,6,598.082,483.586
0.01,bofa_careers,0.5,0.8,0.9,7,597.79,482.726
0.01,bofa_careers,0.5,0.8,0.9,8,597.126,483.101
0.01,bofa_careers,0.5,0.8,0.9,9,598.803,485.212
0.01,bofa_careers,0.5,1.0,0.1,0,546.889,303.88
0.01,bofa_careers,0.5,1.0,0.1,1,545.336,302.443
0.01,bofa_careers,0.5,1.0,0.1,2,546.0,303.169
0.01,bofa_careers,0.5,1.0,0.1,3,545.992,303.867
0.01,bofa_careers,0.5,1.0,0.1,4,546.026,303.185
0.01,bofa_careers,0.5,1.0,0.1,5,547.011,303.989
0.01,bofa_careers,0.5,1.0,0.1,6,545.699,302.722
0.01,bofa_careers,0.5,1.0,0.1,7,547.395,305.389
0.01,bofa_careers,0.5,1.0,0.1,8,546.02,303.431
0.01,bofa_careers,0.5,1.0,0.1,9,545.084,302.692
0.01,bofa_careers,0.5,1.0,0.2,0,562.278,328.382
0.01,bofa_careers,0.5,1.0,0.2,1,562.059,328.167
0.01,bofa_careers,0.5,1.0,0.2,2,563.179,329.469
0.01,bofa_careers,0.5,1.0,0.2,3,561.653,327.863
0.01,bofa_careers,0.5,1.0,0.2,4,563.162,329.61
0.01,bofa_careers,0.5,1.0,0.2,5,563.434,330.351
0.01,bofa_careers,0.5,1.0,0.2,6,562.548,328.452
0.01,bofa_careers,0.5,1.0,0.2,7,561.93,327.89
0.01,bofa_careers,0.5,1.0,0.2,8,562.944,329.056
0.01,bofa_careers,0.5,1.0,0.2,9,562.778,329.863
0.01,bofa_careers,0.5,1.0,0.3,0,571.989,347.817
0.01,bofa_careers,0.5,1.0,0.3,1,571.412,345.86
0.01,bofa_careers,0.5,1.0,0.3,2,571.451,346.116
0.01,bofa_careers,0.5,1.0,0.3,3,571.213,345.014
0.01,bofa_careers,0.5,1.0,0.3,4,572.55,347.0
0.01,bofa_careers,0.5,1.0,0.3,5,573.914,349.74
0.01,bofa_careers,0.5,1.0,0.3,6,572.849,349.527
0.01,bofa_careers,0.5,1.0,0.3,7,572.855,348.001
0.01,bofa_careers,0.5,1.0,0.3,8,573.439,349.206
0.01,bofa_careers,0.5,1.0,0.3,9,572.835,348.556
0.01,bofa_careers,0.5,1.0,0.4,0,579.508,363.481
0.01,bofa_careers,0.5,1.0,0.4,1,581.375,366.594
0.01,bofa_careers,0.5,1.0,0.4,2,580.29,365.768
0.01,bofa_careers,0.5,1.0,0.4,3,579.196,365.002
0.01,bofa_careers,0.5,1.0,0.4,4,581.058,366.941
0.01,bofa_careers,0.5,1.0,0.4,5,580.322,365.403
0.01,bofa_careers,0.5,1.0,0.4,6,580.517,366.468
0.01,bofa_careers,0.5,1.0,0.4,7,578.319,363.324
0.01,bofa_careers,0.5,1.0,0.4,8,579.83,364.699
0.01,bofa_careers,0.5,1.0,0.4,9,579.457,363.778
0.01,bofa_careers,0.5,1.0,0.5,0,587.741,388.987
0.01,bofa_careers,0.5,1.0,0.5,1,587.501,388.873
0.01,bofa_careers,0.5,1.0,0.5,2,587.109,389.201
0.01,bofa_careers,0.5,1.0,0.5,3,589.667,392.526
0.01,bofa_careers,0.5,1.0,0.5,4,588.619,390.78
0.01,bofa_careers,0.5,1.0,0.5,5,588.003,388.967
0.01,bofa_careers,0.5,1.0,0.5,6,587.87,388.951
0.01,bofa_careers,0.5,1.0,0.5,7,586.725,389.071
0.01,bofa_careers,0.5,1.0,0.5,8,587.878,388.943
0.01,bofa_careers,0.5,1.0,0.5,9,587.378,388.151
0.01,bofa_careers,0.5,1.0,0.6,0,594.257,415.976
0.01,bofa_careers,0.5,1.0,0.6,1,595.052,416.8
0.01,bofa_careers,0.5,1.0,0.6,2,593.969,415.084
0.01,bofa_careers,0.5,1.0,0.6,3,595.021,417.621
0.01,bofa_careers,0.5,1.0,0.6,4,594.403,416.803
0.01,bofa_careers,0.5,1.0,0.6,5,595.237,418.696
0.01,bofa_careers,0.5,1.0,0.6,6,594.446,416.565
0.01,bofa_careers,0.5,1.0,0.6,7,594.169,415.338
0.01,bofa_careers,0.5,1.0,0.6,8,594.309,415.202
0.01,bofa_careers,0.5,1.0,0.6,9,595.023,417.346
0.01,bofa_careers,0.5,1.0,0.7,0,598.511,443.58
0.01,bofa_careers,0.5,1.0,0.7,1,597.552,443.46
0.01,bofa_careers,0.5,1.0,0.7,2,598.742,443.178
0.01,bofa_careers,0.5,1.0,0.7,3,599.612,444.779
0.01,bofa_careers,0.5,1.0,0.7,4,598.008,442.955
0.01,bofa_careers,0.5,1.0,0.7,5,598.751,442.961
0.01,bofa_careers,0.5,1.0,0.7,6,598.021,442.366
0.01,bofa_careers,0.5,1.0,0.7,7,598.311,443.664
0.01,bofa_careers,0.5,1.0,0.7,8,598.128,442.749
0.01,bofa_careers,0.5,1.0,0.7,9,597.574,442.339
0.01,bofa_careers,0.5,1.0,0.8,0,599.428,469.601
0.01,bofa_careers,0.5,1.0,0.8,1,599.524,470.109
0.01,bofa_careers,0.5,1.0,0.8,2,598.906,468.539
0.01,bofa_careers,0.5,1.0,0.8,3,599.44,468.247
0.01,bofa_careers,0.5,1.0,0.8,4,600.094,471.093
0.01,bofa_careers,0.5,1.0,0.8,5,600.46,471.759
0.01,bofa_careers,0.5,1.0,0.8,6,599.17,469.589
0.01,bofa_careers,0.5,1.0,0.8,7,600.331,470.627
0.01,bofa_careers,0.5,1.0,0.8,8,598.033,468.034
0.01,bofa_careers,0.5,1.0,0.8,9,598.826,469.62
0.01,bofa_careers,0.5,1.0,0.9,0,595.859,482.887
0.01,bofa_careers,0.5,1.0,0.9,1,596.095,483.958
0.01,bofa_careers,0.5,1.0,0.9,2,595.885,483.777
0.01,bofa_careers,0.5,1.0,0.9,3,597.078,484.668
0.01,bofa_careers,0.5,1.0,0.9,4,596.834,484.982
0.01,bofa_careers,0.5,1.0,0.9,5,595.706,482.921
0.01,bofa_careers,0.5,1.0,0.9,6,596.544,483.331
0.01,bofa_careers,0.5,1.0,0.9,7,595.572,482.255
0.01,bofa_careers,0.5,1.0,0.9,8,595.594,482.949
0.01,bofa_careers,0.5,1.0,0.9,9,597.109,483.107
0.01,bofa_careers,0.8,0.0,0.1,0,600.139,507.978
0.01,bofa_careers,0.8,0.0,0.1,1,601.072,509.747
0.01,bofa_careers,0.8,0.0,0.1,2,600.012,507.592
0.01,bofa_careers,0.8,0.0,0.1,3,601.546,509.276
0.01,bofa_careers,0.8,0.0,0.1,4,602.336,510.78
0.01,bofa_careers,0.8,0.0,0.1,5,601.632,510.194
0.01,bofa_careers,0.8,0.0,0.1,6,600.945,508.558
0.01,bofa_careers,0.8,0.0,0.1,7,600.78,507.484
0.01,bofa_careers,0.8,0.0,0.1,8,600.667,508.144
0.01,bofa_careers,0.8,0.0,0.1,9,601.591,509.143
0.01,bofa_careers,0.8,0.0,0.2,0,601.78,509.434
0.01,bofa_careers,0.8,0.0,0.2,1,600.971,508.356
0.01,bofa_careers,0.8,0.0,0.2,2,600.818,509.826
0.01,bofa_careers,0.8,0.0,0.2,3,600.517,507.3
0.01,bofa_careers,0.8,0.0,0.2,4,601.232,508.996
0.01,bofa_careers,0.8,0.0,0.2,5,600.87,507.787
0.01,bofa_careers,0.8,0.0,0.2,6,601.124,507.489
0.01,bofa_careers,0.8,0.0,0.2,7,601.425,508.077
0.01,bofa_careers,0.8,0.0,0.2,8,601.646,508.928
0.01,bofa_careers,0.8,0.0,0.2,9,601.295,507.597
0.01,bofa_careers,0.8,0.0,0.3,0,601.287,506.605
0.01,bofa_careers,0.8,0.0,0.3,1,601.214,508.155
0.01,bofa_careers,0.8,0.0,0.3,2,601.686,509.305
0.01,bofa_careers,0.8,0.0,0.3,3,601.494,510.203
0.01,bofa_careers,0.8,0.0,0.3,4,600.368,507.931
0.01,bofa_careers,0.8,0.0,0.3,5,601.11,508.801
0.01,bofa_careers,0.8,0.0,0.3,6,601.717,508.936
0.01,bofa_careers,0.8,0.0,0.3,7,601.44,507.105
0.01,bofa_careers,0.8,0.0,0.3,8,600.393,506.723
0.01,bofa_careers,0.8,0.0,0.3,9,601.893,510.24
0.01,bofa_careers,0.8,0.0,0.4,0,600.547,508.849
0.01,bofa_careers,0.8,0.0,0.4,1,602.48,510.869
0.01,bofa_careers,0.8,0.0,0.4,2,602.039,510.605
0.01,bofa_careers,0.8,0.0,0.4,3,600.971,507.598
0.01,bofa_careers,0.8,0.0,0.4,4,602.637,510.32
0.01,bofa_careers,0.8,0.0,0.4,5,600.928,507.739
0.01,bofa_careers,0.8,0.0,0.4,6,601.692,509.439
0.01,bofa_careers,0.8,0.0,0.4,7,601.851,510.285
0.01,bofa_careers,0.8,0.0,0.4,8,600.979,508.894
0.01,bofa_careers,0.8,0.0,0.4,9,600.685,508.116
0.01,bofa_careers,0.8,0.0,0.5,0,599.789,506.804
0.01,bofa_careers,0.8,0.0,0.5,1,601.151,507.551
0.01,bofa_careers,0.8,0.0,0.5,2,601.579,509.264
0.01,bofa_careers,0.8,0.0,0.5,3,600.972,507.682
0.01,bofa_careers,0.8,0.0,0.5,4,601.395,508.677
0.01,bofa_careers,0.8,0.0,0.5,5,600.79,507.417
0.01,bofa_careers,0.8,0.0,0.5,6,601.232,509.052
0.01,bofa_careers,0.8,0.0,0.5,7,601.302,509.837
0.01,bofa_careers,0.8,0.0,0.5,8,601.098,509.012
0.01,bofa_careers,0.8,0.0,0.5,9,601.263,506.415
0.01,bofa_careers,0.8,0.0,0.6,0,601.573,507.807
0.01,bofa_careers,0.8,0.0,0.6,1,600.471,507.305
0.01,bofa_careers,0.8,0.0,0.6,2,600.979,508.837
0.01,bofa_careers,0.8,0.0,0.6,3,600.282,508.148
0.01,bofa_careers,0.8,0.0,0.6,4,600.909,507.665
0.01,bofa_careers,0.8,0.0,0.6,5,601.339,509.09
0.01,bofa_careers,0.8,0.0,0.6,6,601.781,509.588
0.01,bofa_careers,0.8,0.0,0.6,7,602.075,509.382
0.01,bofa_careers,0.8,0.0,0.6,8,601.192,507.735
0.01,bofa_careers,0.8,0.0,0.6,9,601.067,508.387
0.01,bofa_careers,0.8,0.0,0.7,0,600.963,508.776
0.01,bofa_careers,0.8,0.0,0.7,1,600.657,508.054
0.01,bofa_careers,0.8,0.0,0.7,2,601.623,507.043
0.01,bofa_careers,0.8,0.0,0.7,3,601.617,510.304
0.01,bofa_careers,0.8,0.0,0.7,4,602.307,507.677
0.01,bofa_careers,0.8,0.0,0.7,5,601.045,508.46
0.01,bofa_careers,0.8,0.0,0.7,6,601.411,509.076
0.01,bofa_careers,0.8,0.0,0.7,7,601.699,507.625
0.01,bofa_careers,0.8,0.0,0.7,8,600.766,507.813
0.01,bofa_careers,0.8,0.0,0.7,9,601.334,509.035
0.01,bofa_careers,0.8,0.0,0.8,0,601.948,508.391
0.01,bofa_careers,0.8,0.0,0.8,1,600.52,509.595
0.01,bofa_careers,0.8,0.0,0.8,2,600.514,507.223
0.01,bofa_careers,0.8,0.0,0.8,3,602.032,509.8
0.01,bofa_careers,0.8,0.0,0.8,4,600.773,506.594
0.01,bofa_careers,0.8,0.0,0.8,5,601.931,508.921
0.01,bofa_careers,0.8,0.0,0.8,6,602.25,507.477
0.01,bofa_careers,0.8,0.0,0.8,7,600.978,506.452
0.01,bofa_careers,0.8,0.0,0.8,8,600.481,507.243
0.01,bofa_careers,0.8,0.0,0.8,9,601.58,511.12
0.01,bofa_careers,0.8,0.0,0.9,0,601.133,507.82
0.01,bofa_careers,0.8,0.0,0.9,1,601.284,507.824
0.01,bofa_careers,0.8,0.0,0.9,2,602.05,510.999
0.01,bofa_careers,0.8,0.0,0.9,3,601.629,508.177
0.01,bofa_careers,0.8,0.0,0.9,4,601.277,507.089
0.01,bofa_careers,0.8,0.0,0.9,5,601.874,510.729
0.01,bofa_careers,0.8,0.0,0.9,6,601.555,507.981
0.01,bofa_careers,0.8,0.0,0.9,7,600.941,507.537
0.01,bofa_careers,0.8,0.0,0.9,8,601.874,507.066
0.01,bofa_careers,0.8,0.0,0.9,9,600.769,508.362
0.01,bofa_careers,0.8,0.2,0.1,0,571.744,379.16
0.01,bofa_careers,0.8,0.2,0.1,1,571.084,379.042
0.01,bofa_careers,0.8,0.2,0.1,2,572.059,379.96
0.01,bofa_careers,0.8,0.2,0.1,3,573.924,381.455
0.01,bofa_careers,0.8,0.2,0.1,4,572.465,380.011
0.01,bofa_careers,0.8,0.2,0.1,5,572.686,381.399
0.01,bofa_careers,0.8,0.2,0.1,6,572.111,379.867
0.01,bofa_careers,0.8,0.2,0.1,7,572.69,379.942
0.01,bofa_careers,0.8,0.2,0.1,8,573.23,380.846
0.01,bofa_careers,0.8,0.2,0.1,9,572.071,378.502
0.01,bofa_careers,0.8,0.2,0.2,0,579.661,398.795
0.01,bofa_careers,0.8,0.2,0.2,1,580.27,399.699
0.01,bofa_careers,0.8,0.2,0.2,2,580.123,398.131
0.01,bofa_careers,0.8,0.2,0.2,3,580.576,399.665
0.01,bofa_careers,0.8,0.2,0.2,4,578.597,397.015
0.01,bofa_careers,0.8,0.2,0.2,5,579.199,397.73
0.01,bofa_careers,0.8,0.2,0.2,6,579.518,397.703
0.01,bofa_careers,0.8,0.2,0.2,7,579.625,397.758
0.01,bofa_careers,0.8,0.2,0.2,8,578.418,396.816
0.01,bofa_careers,0.8,0.2,0.2,9,580.071,399.157
0.01,bofa_careers,0.8,0.2,0.3,0,586.72,419.308
0.01,bofa_careers,0.8,0.2,0.3,1,586.83,419.744
0.01,bofa_careers,0.8,0.2,0.3,2,587.528,421.293
0.01,bofa_careers,0.8,0.2,0.3,3,585.527,417.802
0.01,bofa_careers,0.8,0.2,0.3,4,587.63,419.167
0.01,bofa_careers,0.8,0.2,0.3,5,587.379,419.91
0.01,bofa_careers,0.8,0.2,0.3,6,586.912,419.791
0.01,bofa_careers,0.8,0.2,0.3,7,587.218,420.077
0.01,bofa_careers,0.8,0.2,0.3,8,586.703,419.038
0.01,bofa_careers,0.8,0.2,0.3,9,585.921,419.227
0.01,bofa_careers,0.8,0.2,0.4,0,589.92,434.613
0.01,bofa_careers,0.8,0.2,0.4,1,591.797,437.322
0.01,bofa_careers,0.8,0.2,0.4,2,590.353,430.78
0.01,bofa_careers,0.8,0.2,0.4,3,591.548,437.48
0.01,bofa_careers,0.8,0.2,0.4,4,590.735,434.454
0.01,bofa_careers,0.8,0.2,0.4,5,591.409,435.731
0.01,bofa_careers,0.8,0.2,0.4,6,590.997,433.472
0.01,bofa_careers,0.8,0.2,0.4,7,590.765,433.485
0.01,bofa_careers,0.8,0.2,0.4,8,591.271,437.353
0.01,bofa_careers,0.8,0.2,0.4,9,592.585,438.098
0.01,bofa_careers,0.8,0.2,0.5,0,595.235,452.992
0.01,bofa_careers,0.8,0.2,0.5,1,595.662,451.797
0.01,bofa_careers,0.8,0.2,0.5,2,595.173,451.857
0.01,bofa_careers,0.8,0.2,0.5,3,593.895,450.719
0.01,bofa_careers,0.8,0.2,0.5,4,595.098,450.837
0.01,bofa_careers,0.8,0.2,0.5,5,593.313,449.603
0.01,bofa_careers,0.8,0.2,0.5,6,595.301,451.229
0.01,bofa_careers,0.8,0.2,0.5,7,593.796,450.507
0.01,bofa_careers,0.8,0.2,0.5,8,594.822,452.079
0.01,bofa_careers,0.8,0.2,0.5,9,594.023,449.296
0.01,bofa_careers,0.8,0.2,0.6,0,597.615,466.72
0.01,bofa_careers,0.8,0.2,0.6,1,596.953,462.871
0.01,bofa_careers,0.8,0.2,0.6,2,595.982,466.374
0.01,bofa_careers,0.8,0.2,0.6,3,597.524,466.485
0.01,bofa_careers,0.8,0.2,0.6,4,597.512,467.551
0.01,bofa_careers,0.8,0.2,0.6,5,596.09,464.296
0.01,bofa_careers,0.8,0.2,0.6,6,597.587,468.597
0.01,bofa_careers,0.8,0.2,0.6,7,596.858,465.979
0.01,bofa_careers,0.8,0.2,0.6,8,597.402,465.308
0.01,bofa_careers,0.8,0.2,0.6,9,597.416,466.557
0.01,bofa_careers,0.8,0.2,0.7,0,599.641,484.648
0.01,bofa_careers,0.8,0.2,0.7,1,598.778,483.99
0.01,bofa_careers,0.8,0.2,0.7,2,599.407,486.26
0.01,bofa_careers,0.8,0.2,0.7,3,600.05,486.296
0.01,bofa_careers,0.8,0.2,0.7,4,601.384,485.54
0.01,bofa_careers,0.8,0.2,0.7,5,599.77,485.907
0.01,bofa_careers,0.8,0.2,0.7,6,600.319,485.214
0.01,bofa_careers,0.8,0.2,0.7,7,600.47,487.354
0.01,bofa_careers,0.8,0.2,0.7,8,600.225,485.171
0.01,bofa_careers,0.8,0.2,0.7,9,599.596,484.28
0.01,bofa_careers,0.8,0.2,0.8,0,601.518,502.716
0.01,bofa_careers,0.8,0.2,0.8,1,602.324,501.152
0.01,bofa_careers,0.8,0.2,0.8,2,599.885,501.504
0.01,bofa_careers,0.8,0.2,0.8,3,601.075,500.636
0.01,bofa_careers,0.8,0.2,0.8,4,601.276,500.448
0.01,bofa_careers,0.8,0.2,0.8,5,601.829,502.168
0.01,bofa_careers,0.8,0.2,0.8,6,601.484,500.677
0.01,bofa_careers,0.8,0.2,0.8,7,602.206,503.696
0.01,bofa_careers,0.8,0.2,0.8,8,601.226,501.247
0.01,bofa_careers,0.8,0.2,0.8,9,601.413,502.003
0.01,bofa_careers,0.8,0.2,0.9,0,601.339,515.608
0.01,bofa_careers,0.8,0.2,0.9,1,601.158,517.178
0.01,bofa_careers,0.8,0.2,0.9,2,600.609,515.094
0.01,bofa_careers,0.8,0.2,0.9,3,601.456,515.715
0.01,bofa_careers,0.8,0.2,0.9,4,602.011,514.999
0.01,bofa_careers,0.8,0.2,0.9,5,602.02,515.707
0.01,bofa_careers,0.8,0.2,0.9,6,600.295,515.604
0.01,bofa_careers,0.8,0.2,0.9,7,600.063,515.454
0.01,bofa_careers,0.8,0.2,0.9,8,600.882,515.257
0.01,bofa_careers,0.8,0.2,0.9,9,602.062,514.848
0.01,bofa_careers,0.8,0.5,0.1,0,552.422,341.778
0.01,bofa_careers,0.8,0.5,0.1,1,552.263,342.623
0.01,bofa_careers,0.8,0.5,0.1,2,552.54,342.193
0.01,bofa_careers,0.8,0.5,0.1,3,552.811,342.223
0.01,bofa_careers,0.8,0.5,0.1,4,552.251,341.984
0.01,bofa_careers,0.8,0.5,0.1,5,552.092,341.34
0.01,bofa_careers,0.8,0.5,0.1,6,552.092,340.833
0.01,bofa_careers,0.8,0.5,0.1,7,553.413,342.566
0.01,bofa_careers,0.8,0.5,0.1,8,552.52,341.795
0.01,bofa_careers,0.8,0.5,0.1,9,549.187,337.278
0.01,bofa_careers,0.8,0.5,0.2,0,562.417,360.601
0.01,bofa_careers,0.8,0.5,0.2,1,565.306,365.47
0.01,bofa_careers,0.8,0.5,0.2,2,564.106,363.028
0.01,bofa_careers,0.8,0.5,0.2,3,562.985,362.043
0.01,bofa_careers,0.8,0.5,0.2,4,563.525,363.763
0.01,bofa_careers,0.8,0.5,0.2,5,563.679,362.01
0.01,bofa_careers,0.8,0.5,0.2,6,562.834,360.265
0.01,bofa_careers,0.8,0.5,0.2,7,564.444,363.673
0.01,bofa_careers,0.8,0.5,0.2,8,563.938,364.141
0.01,bofa_careers,0.8,0.5,0.2,9,563.26,362.383
0.01,bofa_careers,0.8,0.5,0.3,0,573.734,382.341
0.01,bofa_careers,0.8,0.5,0.3,1,572.9,381.437
0.01,bofa_careers,0.8,0.5,0.3,2,572.579,381.502
0.01,bofa_careers,0.8,0.5,0.3,3,573.275,381.598
0.01,bofa_careers,0.8,0.5,0.3,4,574.515,383.697
0.01,bofa_careers,0.8,0.5,0.3,5,572.944,381.604
0.01,bofa_careers,0.8,0.5,0.3,6,572.991,382.792
0.01,bofa_careers,0.8,0.5,0.3,7,573.216,381.563
0.01,bofa_careers,0.8,0.5,0.3,8,573.978,383.61
0.01,bofa_careers,0.8,0.5,0.3,9,573.588,382.09
0.01,bofa_careers,0.8,0.5,0.4,0,580.145,398.243
0.01,bofa_careers,0.8,0.5,0.4,1,579.053,399.084
0.01,bofa_careers,0.8,0.5,0.4,2,578.137,397.536
0.01,bofa_careers,0.8,0.5,0.4,3,578.37,395.234
0.01,bofa_careers,0.8,0.5,0.4,4,578.633,397.999
0.01,bofa_careers,0.8,0.5,0.4,5,581.411,402.25
0.01,bofa_careers,0.8,0.5,0.4,6,578.334,396.25
0.01,bofa_careers,0.8,0.5,0.4,7,578.969,397.394
0.01,bofa_careers,0.8,0.5,0.4,8,580.401,398.097
0.01,bofa_careers,0.8,0.5,0.4,9,580.346,399.613
0.01,bofa_careers,0.8,0.5,0.5,0,588.63,424.269
0.01,bofa_careers,0.8,0.5,0.5,1,586.217,422.276
0.01,bofa_careers,0.8,0.5,0.5,2,587.961,424.46
0.01,bofa_careers,0.8,0.5,0.5,3,587.965,424.29
0.01,bofa_careers,0.8,0.5,0.5,4,587.746,422.923
0.01,bofa_careers,0.8,0.5,0.5,5,587.738,422.673
0.01,bofa_careers,0.8,0.5,0.5,6,587.208,424.185
0.01,bofa_careers,0.8,0.5,0.5,7,588.133,423.853
0.01,bofa_careers,0.8,0.5,0.5,8,588.202,424.597
0.01,bofa_careers,0.8,0.5,0.5,9,586.959,422.446
0.01,bofa_careers,0.8,0.5,0.6,0,594.335,446.363
0.01,bofa_careers,0.8,0.5,0.6,1,592.607,444.064
0.01,bofa_careers,0.8,0.5,0.6,2,594.141,447.509
0.01,bofa_careers,0.8,0.5,0.6,3,593.391,446.104
0.01,bofa_careers,0.8,0.5,0.6,4,593.989,447.341
0.01,bofa_careers,0.8,0.5,0.6,5,592.046,442.383
0.01,bofa_careers,0.8,0.5,0.6,6,592.976,445.053
0.01,bofa_careers,0.8,0.5,0.6,7,594.154,446.67
0.01,bofa_careers,0.8,0.5,0.6,8,593.23,444.692
0.01,bofa_careers,0.8,0.5,0.6,9,592.789,445.304
0.01,bofa_careers,0.8,0.5,0.7,0,598.008,469.989
0.01,bofa_careers,0.8,0.5,0.7,1,598.001,470.452
0.01,bofa_careers,0.8,0.5,0.7,2,598.655,469.649
0.01,bofa_careers,0.8,0.5,0.7,3,598.088,468.952
0.01,bofa_careers,0.8,0.5,0.7,4,597.864,469.057
0.01,bofa_careers,0.8,0.5,0.7,5,598.004,468.924
0.01,bofa_careers,0.8,0.5,0.7,6,597.822,469.945
0.01,bofa_careers,0.8,0.5,0.7,7,597.324,469.82
0.01,bofa_careers,0.8,0.5,0.7,8,597.504,469.552
0.01,bofa_careers,0.8,0.5,0.7,9,596.637,467.016
0.01,bofa_careers,0.8,0.5,0.8,0,602.084,497.956
0.01,bofa_careers,0.8,0.5,0.8,1,602.123,497.146
0.01,bofa_careers,0.8,0.5,0.8,2,600.708,496.17
0.01,bofa_careers,0.8,0.5,0.8,3,600.251,496.562
0.01,bofa_careers,0.8,0.5,0.8,4,601.759,497.676
0.01,bofa_careers,0.8,0.5,0.8,5,600.386,496.593
0.01,bofa_careers,0.8,0.5,0.8,6,601.678,497.535
0.01,bofa_careers,0.8,0.5,0.8,7,600.919,498.358
0.01,bofa_careers,0.8,0.5,0.8,8,601.686,497.645
0.01,bofa_careers,0.8,0.5,0.8,9,600.948,497.334
0.01,bofa_careers,0.8,0.5,0.9,0,600.898,519.027
0.01,bofa_careers,0.8,0.5,0.9,1,600.452,517.591
0.01,bofa_careers,0.8,0.5,0.9,2,601.807,520.392
0.01,bofa_careers,0.8,0.5,0.9,3,600.903,520.471
0.01,bofa_careers,0.8,0.5,0.9,4,600.325,519.045
0.01,bofa_careers,0.8,0.5,0.9,5,600.38,518.995
0.01,bofa_careers,0.8,0.5,0.9,6,600.637,519.901
0.01,bofa_careers,0.8,0.5,0.9,7,600.172,518.478
0.01,bofa_careers,0.8,0.5,0.9,8,601.183,519.681
0.01,bofa_careers,0.8,0.5,0.9,9,600.952,518.873
0.01,bofa_careers,0.8,0.8,0.1,0,536.128,317.862
0.01,bofa_careers,0.8,0.8,0.1,1,537.441,318.342
0.01,bofa_careers,0.8,0.8,0.1,2,535.572,317.295
0.01,bofa_careers,0.8,0.8,0.1,3,538.297,320.319
0.01,bofa_careers,0.8,0.8,0.1,4,536.011,317.403
0.01,bofa_careers,0.8,0.8,0.1,5,536.925,318.353
0.01,bofa_careers,0.8,0.8,0.1,6,537.138,318.394
0.01,bofa_careers,0.8,0.8,0.1,7,535.776,317.107
0.01,bofa_careers,0.8,0.8,0.1,8,538.23,320.399
0.01,bofa_careers,0.8,0.8,0.1,9,537.608,318.614
0.01,bofa_careers,0.8,0.8,0.2,0,554.915,346.996
0.01,bofa_careers,0.8,0.8,0.2,1,556.467,348.133
0.01,bofa_careers,0.8,0.8,0.2,2,556.7,348.985
0.01,bofa_careers,0.8,0.8,0.2,3,555.41,346.829
0.01,bofa_careers,0.8,0.8,0.2,4,555.856,347.392
0.01,bofa_careers,0.8,0.8,0.2,5,554.893,346.488
0.01,bofa_careers,0.8,0.8,0.2,6,557.473,350.168
0.01,bofa_careers,0.8,0.8,0.2,7,554.914,346.46
0.01,bofa_careers,0.8,0.8,0.2,8,557.676,350.452
0.01,bofa_careers,0.8,0.8,0.2,9,556.791,349.598
0.01,bofa_careers,0.8,0.8,0.3,0,567.139,369.412
0.01,bofa_careers,0.8,0.8,0.3,1,568.229,371.148
0.01,bofa_careers,0.8,0.8,0.3,2,566.619,368.71
0.01,bofa_careers,0.8,0.8,0.3,3,567.6,370.506
0.01,bofa_careers,0.8,0.8,0.3,4,568.748,372.803
0.01,bofa_careers,0.8,0.8,0.3,5,568.452,371.406
0.01,bofa_careers,0.8,0.8,0.3,6,569.624,373.122
0.01,bofa_careers,0.8,0.8,0.3,7,568.439,371.351
0.01,bofa_careers,0.8,0.8,0.3,8,569.844,373.291
0.01,bofa_careers,0.8,0.8,0.3,9,569.365,372.958
0.01,bofa_careers,0.8,0.8,0.4,0,575.768,388.347
0.01,bofa_careers,0.8,0.8,0.4,1,575.061,387.35
0.01,bofa_careers,0.8,0.8,0.4,2,575.714,387.188
0.01,bofa_careers,0.8,0.8,0.4,3,574.991,387.492
0.01,bofa_careers,0.8,0.8,0.4,4,576.211,388.799
0.01,bofa_careers,0.8,0.8,0.4,5,577.263,389.34
0.01,bofa_careers,0.8,0.8,0.4,6,575.123,387.607
0.01,bofa_careers,0.8,0.8,0.4,7,574.952,386.182
0.01,bofa_careers,0.8,0.8,0.4,8,575.74,387.864
0.01,bofa_careers,0.8,0.8,0.4,9,575.114,387.196
0.01,bofa_careers,0.8,0.8,0.5,0,583.637,409.823
