b_p,network,h_p,lambda,gamma,run_index,active_set,majority
0.01,hersheycareers,0.8,1.0,0.4,2,326.958,163.338
0.01,hersheycareers,0.8,1.0,0.4,3,327.231,162.479
0.01,hersheycareers,0.8,1.0,0.4,4,327.545,163.723
0.01,hersheycareers,0.8,1.0,0.4,5,327.215,162.473
0.01,hersheycareers,0.8,1.0,0.4,6,327.581,163.899
0.01,hersheycareers,0.8,1.0,0.4,7,326.699,163.09
0.01,hersheycareers,0.8,1.0,0.4,8,326.863,161.145
0.01,hersheycareers,0.8,1.0,0.4,9,327.093,161.679
0.01,hersheycareers,0.8,1.0,0.5,0,330.448,184.324
0.01,hersheycareers,0.8,1.0,0.5,1,330.577,185.449
0.01,hersheycareers,0.8,1.0,0.5,2,330.115,182.43
0.01,hersheycareers,0.8,1.0,0.5,3,330.386,184.486
0.01,hersheycareers,0.8,1.0,0.5,4,329.684,183.606
0.01,hersheycareers,0.8,1.0,0.5,5,330.614,184.495
0.01,hersheycareers,0.8,1.0,0.5,6,330.367,184.257
0.01,hersheycareers,0.8,1.0,0.5,7,330.234,184.183
0.01,hersheycareers,0.8,1.0,0.5,8,329.855,183.734
0.01,hersheycareers,0.8,1.0,0.5,9,330.392,183.019
0.01,hersheycareers,0.8,1.0,0.6,0,331.876,209.757
0.01,hersheycareers,0.8,1.0,0.6,1,332.189,209.787
0.01,hersheycareers,0.8,1.0,0.6,2,332.459,209.915
0.01,hersheycareers,0.8,1.0,0.6,3,332.022,208.854
0.01,hersheycareers,0.8,1.0,0.6,4,332.595,210.108
0.01,hersheycareers,0.8,1.0,0.6,5,332.597,210.468
0.01,hersheycareers,0.8,1.0,0.6,6,332.822,209.81
0.01,hersheycareers,0.8,1.0,0.6,7,332.717,209.65
0.01,hersheycareers,0.8,1.0,0.6,8,333.001,210.457
0.01,hersheycareers,0.8,1.0,0.6,9,331.982,209.929
0.01,hersheycareers,0.8,1.0,0.7,0,333.843,237.658
0.01,hersheycareers,0.8,1.0,0.7,1,333.501,238.116
0.01,hersheycareers,0.8,1.0,0.7,2,334.204,238.727
0.01,hersheycareers,0.8,1.0,0.7,3,334.064,237.673
0.01,hersheycareers,0.8,1.0,0.7,4,334.418,238.203
0.01,hersheycareers,0.8,1.0,0.7,5,333.507,237.331
0.01,hersheycareers,0.8,1.0,0.7,6,334.163,237.646
0.01,hersheycareers,0.8,1.0,0.7,7,333.6,237.304
0.01,hersheycareers,0.8,1.0,0.7,8,333.957,237.774
0.01,hersheycareers,0.8,1.0,0.7,9,333.707,237.812
0.01,hersheycareers,0.8,1.0,0.8,0,334.258,266.247
0.01,hersheycareers,0.8,1.0,0.8,1,333.642,265.613
0.01,hersheycareers,0.8,1.0,0.8,2,333.336,265.42
0.01,hersheycareers,0.8,1.0,0.8,3,334.431,266.253
0.01,hersheycareers,0.8,1.0,0.8,4,333.779,265.861
0.01,hersheycareers,0.8,1.0,0.8,5,334.462,266.349
0.01,hersheycareers,0.8,1.0,0.8,6,333.468,265.596
0.01,hersheycareers,0.8,1.0,0.8,7,334.068,266.058
0.01,hersheycareers,0.8,1.0,0.8,8,334.514,266.592
0.01,hersheycareers,0.8,1.0,0.8,9,333.263,265.453
0.01,hersheycareers,0.8,1.0,0.9,0,332.274,292.155
0.01,hersheycareers,0.8,1.0,0.9,1,333.23,292.093
0.01,hersheycareers,0.8,1.0,0.9,2,333.086,291.949
0.01,hersheycareers,0.8,1.0,0.9,3,332.698,291.469
0.01,hersheycareers,0.8,1.0,0.9,4,332.968,292.828
0.01,hersheycareers,0.8,1.0,0.9,5,332.548,291.231
0.01,hersheycareers,0.8,1.0,0.9,6,332.697,291.444
0.01,hersheycareers,0.8,1.0,0.9,7,332.507,291.315
0.01,hersheycareers,0.8,1.0,0.9,8,332.748,292.665
0.01,hersheycareers,0.8,1.0,0.9,9,332.383,291.219
0.01,upsjobs,0.5,0.0,0.1,0,726.95,456.916
0.01,upsjobs,0.5,0.0,0.1,1,725.813,453.996
0.01,upsjobs,0.5,0.0,0.1,2,725.778,454.894
0.01,upsjobs,0.5,0.0,0.1,3,726.919,453.767
0.01,upsjobs,0.5,0.0,0.1,4,726.599,451.711
0.01,upsjobs,0.5,0.0,0.1,5,725.032,452.692
0.01,upsjobs,0.5,0.0,0.1,6,724.626,450.72
0.01,upsjobs,0.5,0.0,0.1,7,725.739,450.101
0.01,upsjobs,0.5,0.0,0.1,8,726.851,453.454
0.01,upsjobs,0.5,0.0,0.1,9,726.756,453.457
0.01,upsjobs,0.5,0.0,0.2,0,726.445,453.463
0.01,upsjobs,0.5,0.0,0.2,1,727.446,454.342
0.01,upsjobs,0.5,0.0,0.2,2,725.073,451.827
0.01,upsjobs,0.5,0.0,0.2,3,725.974,453.745
0.01,upsjobs,0.5,0.0,0.2,4,725.663,454.66
0.01,upsjobs,0.5,0.0,0.2,5,726.6,454.488
0.01,upsjobs,0.5,0.0,0.2,6,726.246,455.017
0.01,upsjobs,0.5,0.0,0.2,7,726.96,452.046
0.01,upsjobs,0.5,0.0,0.2,8,724.841,451.133
0.01,upsjobs,0.5,0.0,0.2,9,725.834,456.225
0.01,upsjobs,0.5,0.0,0.3,0,725.358,452.96
0.01,upsjobs,0.5,0.0,0.3,1,725.902,449.759
0.01,upsjobs,0.5,0.0,0.3,2,726.076,453.048
0.01,upsjobs,0.5,0.0,0.3,3,725.15,454.545
0.01,upsjobs,0.5,0.0,0.3,4,724.782,454.458
0.01,upsjobs,0.5,0.0,0.3,5,725.981,455.539
0.01,upsjobs,0.5,0.0,0.3,6,726.594,456.031
0.01,upsjobs,0.5,0.0,0.3,7,727.282,456.056
0.01,upsjobs,0.5,0.0,0.3,8,724.907,452.782
0.01,upsjobs,0.5,0.0,0.3,9,725.022,452.269
0.01,upsjobs,0.5,0.0,0.4,0,726.065,455.032
0.01,upsjobs,0.5,0.0,0.4,1,728.174,451.234
0.01,upsjobs,0.5,0.0,0.4,2,726.31,452.528
0.01,upsjobs,0.5,0.0,0.4,3,725.746,450.636
0.01,upsjobs,0.5,0.0,0.4,4,726.526,454.839
0.01,upsjobs,0.5,0.0,0.4,5,724.062,452.537
0.01,upsjobs,0.5,0.0,0.4,6,727.114,455.747
0.01,upsjobs,0.5,0.0,0.4,7,725.178,451.416
0.01,upsjobs,0.5,0.0,0.4,8,725.647,459.02
0.01,upsjobs,0.5,0.0,0.4,9,726.112,451.97
0.01,upsjobs,0.5,0.0,0.5,0,726.005,451.947
0.01,upsjobs,0.5,0.0,0.5,1,726.326,453.349
0.01,upsjobs,0.5,0.0,0.5,2,724.707,451.425
0.01,upsjobs,0.5,0.0,0.5,3,725.629,452.566
0.01,upsjobs,0.5,0.0,0.5,4,725.707,452.276
0.01,upsjobs,0.5,0.0,0.5,5,726.386,453.094
0.01,upsjobs,0.5,0.0,0.5,6,724.995,453.947
0.01,upsjobs,0.5,0.0,0.5,7,725.626,453.409
0.01,upsjobs,0.5,0.0,0.5,8,725.495,452.512
0.01,upsjobs,0.5,0.0,0.5,9,725.027,454.761
0.01,upsjobs,0.5,0.0,0.6,0,727.102,456.642
0.01,upsjobs,0.5,0.0,0.6,1,725.547,454.719
0.01,upsjobs,0.5,0.0,0.6,2,725.955,454.153
0.01,upsjobs,0.5,0.0,0.6,3,725.554,451.853
0.01,upsjobs,0.5,0.0,0.6,4,726.636,453.574
0.01,upsjobs,0.5,0.0,0.6,5,725.033,453.394
0.01,upsjobs,0.5,0.0,0.6,6,726.372,451.832
0.01,upsjobs,0.5,0.0,0.6,7,726.063,449.811
0.01,upsjobs,0.5,0.0,0.6,8,725.469,452.426
0.01,upsjobs,0.5,0.0,0.6,9,726.997,451.873
0.01,upsjobs,0.5,0.0,0.7,0,726.476,453.436
0.01,upsjobs,0.5,0.0,0.7,1,725.687,454.796
0.01,upsjobs,0.5,0.0,0.7,2,726.326,453.875
0.01,upsjobs,0.5,0.0,0.7,3,726.506,454.175
0.01,upsjobs,0.5,0.0,0.7,4,727.018,456.506
0.01,upsjobs,0.5,0.0,0.7,5,727.276,455.184
0.01,upsjobs,0.5,0.0,0.7,6,725.525,453.62
0.01,upsjobs,0.5,0.0,0.7,7,726.758,455.386
0.01,upsjobs,0.5,0.0,0.7,8,725.259,451.779
0.01,upsjobs,0.5,0.0,0.7,9,725.585,453.946
0.01,upsjobs,0.5,0.0,0.8,0,725.092,454.341
0.01,upsjobs,0.5,0.0,0.8,1,725.634,453.419
0.01,upsjobs,0.5,0.0,0.8,2,725.963,455.649
0.01,upsjobs,0.5,0.0,0.8,3,727.131,456.727
0.01,upsjobs,0.5,0.0,0.8,4,724.999,452.903
0.01,upsjobs,0.5,0.0,0.8,5,725.484,452.475
0.01,upsjobs,0.5,0.0,0.8,6,725.428,452.338
0.01,upsjobs,0.5,0.0,0.8,7,725.735,453.184
0.01,upsjobs,0.5,0.0,0.8,8,725.37,456.315
0.01,upsjobs,0.5,0.0,0.8,9,725.171,451.913
0.01,upsjobs,0.5,0.0,0.9,0,725.568,452.002
0.01,upsjobs,0.5,0.0,0.9,1,726.516,454.745
0.01,upsjobs,0.5,0.0,0.9,2,725.353,452.895
0.01,upsjobs,0.5,0.0,0.9,3,724.857,454.095
0.01,upsjobs,0.5,0.0,0.9,4,726.507,452.867
0.01,upsjobs,0.5,0.0,0.9,5,726.609,453.87
0.01,upsjobs,0.5,0.0,0.9,6,725.391,455.445
0.01,upsjobs,0.5,0.0,0.9,7,725.43,450.558
0.01,upsjobs,0.5,0.0,0.9,8,726.769,454.189
0.01,upsjobs,0.5,0.0,0.9,9,724.488,450.943
0.01,upsjobs,0.5,0.2,0.1,0,713.749,391.55
0.01,upsjobs,0.5,0.2,0.1,1,713.966,390.432
0.01,upsjobs,0.5,0.2,0.1,2,713.797,390.307
0.01,upsjobs,0.5,0.2,0.1,3,713.827,387.744
0.01,upsjobs,0.5,0.2,0.1,4,713.831,390.042
0.01,upsjobs,0.5,0.2,0.1,5,713.486,391.042
0.01,upsjobs,0.5,0.2,0.1,6,714.624,391.663
0.01,upsjobs,0.5,0.2,0.1,7,714.996,391.776
0.01,upsjobs,0.5,0.2,0.1,8,715.006,391.587
0.01,upsjobs,0.5,0.2,0.1,9,715.846,394.714
0.01,upsjobs,0.5,0.2,0.2,0,719.761,410.353
0.01,upsjobs,0.5,0.2,0.2,1,719.127,409.081
0.01,upsjobs,0.5,0.2,0.2,2,720.961,410.983
0.01,upsjobs,0.5,0.2,0.2,3,719.888,411.614
0.01,upsjobs,0.5,0.2,0.2,4,720.859,410.254
0.01,upsjobs,0.5,0.2,0.2,5,719.322,410.326
0.01,upsjobs,0.5,0.2,0.2,6,721.058,409.864
0.01,upsjobs,0.5,0.2,0.2,7,719.379,408.598
0.01,upsjobs,0.5,0.2,0.2,8,720.322,410.057
0.01,upsjobs,0.5,0.2,0.2,9,719.502,409.937
0.01,upsjobs,0.5,0.2,0.3,0,721.975,423.267
0.01,upsjobs,0.5,0.2,0.3,1,723.263,421.738
0.01,upsjobs,0.5,0.2,0.3,2,723.666,426.042
0.01,upsjobs,0.5,0.2,0.3,3,723.548,423.499
0.01,upsjobs,0.5,0.2,0.3,4,722.733,421.953
0.01,upsjobs,0.5,0.2,0.3,5,725.242,425.216
0.01,upsjobs,0.5,0.2,0.3,6,723.574,423.42
0.01,upsjobs,0.5,0.2,0.3,7,723.299,421.591
0.01,upsjobs,0.5,0.2,0.3,8,722.615,425.55
0.01,upsjobs,0.5,0.2,0.3,9,721.763,419.601
0.01,upsjobs,0.5,0.2,0.4,0,722.291,429.32
0.01,upsjobs,0.5,0.2,0.4,1,724.837,434.376
0.01,upsjobs,0.5,0.2,0.4,2,725.115,433.646
0.01,upsjobs,0.5,0.2,0.4,3,726.118,434.675
0.01,upsjobs,0.5,0.2,0.4,4,724.966,433.77
0.01,upsjobs,0.5,0.2,0.4,5,723.803,431.868
0.01,upsjobs,0.5,0.2,0.4,6,724.993,432.831
0.01,upsjobs,0.5,0.2,0.4,7,724.33,433.244
0.01,upsjobs,0.5,0.2,0.4,8,724.842,434.135
0.01,upsjobs,0.5,0.2,0.4,9,724.715,434.579
0.01,upsjobs,0.5,0.2,0.5,0,723.771,441.304
0.01,upsjobs,0.5,0.2,0.5,1,723.947,441.697
0.01,upsjobs,0.5,0.2,0.5,2,724.628,440.889
0.01,upsjobs,0.5,0.2,0.5,3,724.514,442.274
0.01,upsjobs,0.5,0.2,0.5,4,726.078,441.378
0.01,upsjobs,0.5,0.2,0.5,5,725.433,441.5
0.01,upsjobs,0.5,0.2,0.5,6,725.868,441.083
0.01,upsjobs,0.5,0.2,0.5,7,725.192,441.048
0.01,upsjobs,0.5,0.2,0.5,8,725.187,441.223
0.01,upsjobs,0.5,0.2,0.5,9,725.077,443.18
0.01,upsjobs,0.5,0.2,0.6,0,726.199,451.841
0.01,upsjobs,0.5,0.2,0.6,1,726.022,452.301
0.01,upsjobs,0.5,0.2,0.6,2,726.027,453.036
0.01,upsjobs,0.5,0.2,0.6,3,725.881,452.341
0.01,upsjobs,0.5,0.2,0.6,4,725.815,453.89
0.01,upsjobs,0.5,0.2,0.6,5,724.97,451.324
0.01,upsjobs,0.5,0.2,0.6,6,724.432,449.925
0.01,upsjobs,0.5,0.2,0.6,7,726.836,449.106
0.01,upsjobs,0.5,0.2,0.6,8,726.413,449.592
0.01,upsjobs,0.5,0.2,0.6,9,725.261,452.558
0.01,upsjobs,0.5,0.2,0.7,0,725.85,460.1
0.01,upsjobs,0.5,0.2,0.7,1,725.712,460.428
0.01,upsjobs,0.5,0.2,0.7,2,723.407,456.908
0.01,upsjobs,0.5,0.2,0.7,3,725.408,463.053
0.01,upsjobs,0.5,0.2,0.7,4,725.083,459.986
0.01,upsjobs,0.5,0.2,0.7,5,726.325,461.473
0.01,upsjobs,0.5,0.2,0.7,6,726.165,460.985
0.01,upsjobs,0.5,0.2,0.7,7,724.582,459.646
0.01,upsjobs,0.5,0.2,0.7,8,725.574,457.6
0.01,upsjobs,0.5,0.2,0.7,9,726.926,457.797
0.01,upsjobs,0.5,0.2,0.8,0,725.235,468.388
0.01,upsjobs,0.5,0.2,0.8,1,723.606,469.411
0.01,upsjobs,0.5,0.2,0.8,2,725.612,470.29
0.01,upsjobs,0.5,0.2,0.8,3,724.319,467.011
0.01,upsjobs,0.5,0.2,0.8,4,724.253,467.376
0.01,upsjobs,0.5,0.2,0.8,5,723.718,468.792
0.01,upsjobs,0.5,0.2,0.8,6,724.513,469.532
0.01,upsjobs,0.5,0.2,0.8,7,724.472,468.266
0.01,upsjobs,0.5,0.2,0.8,8,724.316,468.912
0.01,upsjobs,0.5,0.2,0.8,9,723.616,466.374
0.01,upsjobs,0.5,0.2,0.9,0,722.25,479.404
0.01,upsjobs,0.5,0.2,0.9,1,721.947,474.794
0.01,upsjobs,0.5,0.2,0.9,2,722.942,479.225
0.01,upsjobs,0.5,0.2,0.9,3,722.506,477.844
0.01,upsjobs,0.5,0.2,0.9,4,723.048,478.273
0.01,upsjobs,0.5,0.2,0.9,5,723.593,478.11
0.01,upsjobs,0.5,0.2,0.9,6,723.825,479.763
0.01,upsjobs,0.5,0.2,0.9,7,721.688,480.687
0.01,upsjobs,0.5,0.2,0.9,8,721.98,479.583
0.01,upsjobs,0.5,0.2,0.9,9,723.171,476.645
0.01,upsjobs,0.5,0.5,0.1,0,700.116,356.133
0.01,upsjobs,0.5,0.5,0.1,1,697.904,355.053
0.01,upsjobs,0.5,0.5,0.1,2,698.294,355.564
0.01,upsjobs,0.5,0.5,0.1,3,701.07,357.671
0.01,upsjobs,0.5,0.5,0.1,4,700.191,357.49
0.01,upsjobs,0.5,0.5,0.1,5,699.408,356.788
0.01,upsjobs,0.5,0.5,0.1,6,700.281,358.51
0.01,upsjobs,0.5,0.5,0.1,7,700.175,358.022
0.01,upsjobs,0.5,0.5,0.1,8,698.557,356.211
0.01,upsjobs,0.5,0.5,0.1,9,699.025,356.505
0.01,upsjobs,0.5,0.5,0.2,0,709.752,377.763
0.01,upsjobs,0.5,0.5,0.2,1,708.138,377.495
0.01,upsjobs,0.5,0.5,0.2,2,706.889,374.609
0.01,upsjobs,0.5,0.5,0.2,3,709.969,379.153
0.01,upsjobs,0.5,0.5,0.2,4,710.064,379.054
0.01,upsjobs,0.5,0.5,0.2,5,708.722,376.292
0.01,upsjobs,0.5,0.5,0.2,6,711.084,381.558
0.01,upsjobs,0.5,0.5,0.2,7,708.973,379.007
0.01,upsjobs,0.5,0.5,0.2,8,707.427,376.222
0.01,upsjobs,0.5,0.5,0.2,9,707.618,375.958
0.01,upsjobs,0.5,0.5,0.3,0,717.027,398.075
0.01,upsjobs,0.5,0.5,0.3,1,716.121,397.915
0.01,upsjobs,0.5,0.5,0.3,2,717.164,399.317
0.01,upsjobs,0.5,0.5,0.3,3,716.572,398.25
0.01,upsjobs,0.5,0.5,0.3,4,714.849,395.038
0.01,upsjobs,0.5,0.5,0.3,5,716.254,397.228
0.01,upsjobs,0.5,0.5,0.3,6,716.742,399.868
0.01,upsjobs,0.5,0.5,0.3,7,716.151,397.566
0.01,upsjobs,0.5,0.5,0.3,8,716.678,398.932
0.01,upsjobs,0.5,0.5,0.3,9,715.225,398.175
0.01,upsjobs,0.5,0.5,0.4,0,720.417,415.246
0.01,upsjobs,0.5,0.5,0.4,1,720.202,417.523
0.01,upsjobs,0.5,0.5,0.4,2,722.306,417.877
0.01,upsjobs,0.5,0.5,0.4,3,720.649,416.369
0.01,upsjobs,0.5,0.5,0.4,4,721.366,416.108
0.01,upsjobs,0.5,0.5,0.4,5,720.923,417.345
0.01,upsjobs,0.5,0.5,0.4,6,723.095,418.261
0.01,upsjobs,0.5,0.5,0.4,7,721.372,417.319
0.01,upsjobs,0.5,0.5,0.4,8,722.182,418.127
0.01,upsjobs,0.5,0.5,0.4,9,722.966,418.368
0.01,upsjobs,0.5,0.5,0.5,0,724.984,434.515
0.01,upsjobs,0.5,0.5,0.5,1,726.246,435.56
0.01,upsjobs,0.5,0.5,0.5,2,725.918,433.429
0.01,upsjobs,0.5,0.5,0.5,3,722.939,433.137
0.01,upsjobs,0.5,0.5,0.5,4,725.253,434.521
0.01,upsjobs,0.5,0.5,0.5,5,726.068,433.294
0.01,upsjobs,0.5,0.5,0.5,6,724.176,434.315
0.01,upsjobs,0.5,0.5,0.5,7,724.261,434.215
0.01,upsjobs,0.5,0.5,0.5,8,723.879,434.418
0.01,upsjobs,0.5,0.5,0.5,9,724.373,435.141
0.01,upsjobs,0.5,0.5,0.6,0,725.199,446.464
0.01,upsjobs,0.5,0.5,0.6,1,725.22,449.709
0.01,upsjobs,0.5,0.5,0.6,2,725.366,447.166
0.01,upsjobs,0.5,0.5,0.6,3,725.511,449.727
0.01,upsjobs,0.5,0.5,0.6,4,726.643,449.127
0.01,upsjobs,0.5,0.5,0.6,5,725.315,449.416
0.01,upsjobs,0.5,0.5,0.6,6,725.57,450.033
0.01,upsjobs,0.5,0.5,0.6,7,724.864,448.85
0.01,upsjobs,0.5,0.5,0.6,8,725.9,449.917
0.01,upsjobs,0.5,0.5,0.6,9,727.244,450.859
0.01,upsjobs,0.5,0.5,0.7,0,725.435,463.42
0.01,upsjobs,0.5,0.5,0.7,1,724.596,464.947
0.01,upsjobs,0.5,0.5,0.7,2,725.675,464.94
0.01,upsjobs,0.5,0.5,0.7,3,724.721,464.487
0.01,upsjobs,0.5,0.5,0.7,4,725.751,464.488
0.01,upsjobs,0.5,0.5,0.7,5,726.492,466.808
0.01,upsjobs,0.5,0.5,0.7,6,725.704,464.753
0.01,upsjobs,0.5,0.5,0.7,7,725.618,463.9
0.01,upsjobs,0.5,0.5,0.7,8,726.154,465.251
0.01,upsjobs,0.5,0.5,0.7,9,724.956,462.814
0.01,upsjobs,0.5,0.5,0.8,0,724.076,479.711
0.01,upsjobs,0.5,0.5,0.8,1,722.627,478.836
0.01,upsjobs,0.5,0.5,0.8,2,722.104,478.988
0.01,upsjobs,0.5,0.5,0.8,3,723.433,479.303
0.01,upsjobs,0.5,0.5,0.8,4,723.083,479.053
0.01,upsjobs,0.5,0.5,0.8,5,723.531,478.439
0.01,upsjobs,0.5,0.5,0.8,6,722.964,481.167
0.01,upsjobs,0.5,0.5,0.8,7,722.465,479.39
0.01,upsjobs,0.5,0.5,0.8,8,722.347,479.552
0.01,upsjobs,0.5,0.5,0.8,9,723.571,479.225
0.01,upsjobs,0.5,0.5,0.9,0,717.505,492.744
0.01,upsjobs,0.5,0.5,0.9,1,717.696,493.561
0.01,upsjobs,0.5,0.5,0.9,2,717.63,494.856
0.01,upsjobs,0.5,0.5,0.9,3,718.57,493.09
0.01,upsjobs,0.5,0.5,0.9,4,718.422,492.456
0.01,upsjobs,0.5,0.5,0.9,5,714.748,493.69
0.01,upsjobs,0.5,0.5,0.9,6,717.432,493.453
0.01,upsjobs,0.5,0.5,0.9,7,716.081,492.739
0.01,upsjobs,0.5,0.5,0.9,8,716.157,493.545
0.01,upsjobs,0.5,0.5,0.9,9,718.467,491.974
0.01,upsjobs,0.5,0.8,0.1,0,697.056,351.083
0.01,upsjobs,0.5,0.8,0.1,1,695.08,348.014
0.01,upsjobs,0.5,0.8,0.1,2,696.107,350.377
0.01,upsjobs,0.5,0.8,0.1,3,695.091,349.431
0.01,upsjobs,0.5,0.8,0.1,4,695.298,348.243
0.01,upsjobs,0.5,0.8,0.1,5,694.216,347.928
0.01,upsjobs,0.5,0.8,0.1,6,693.661,347.926
0.01,upsjobs,0.5,0.8,0.1,7,694.186,347.32
0.01,upsjobs,0.5,0.8,0.1,8,695.738,350.049
0.01,upsjobs,0.5,0.8,0.1,9,695.104,348.209
0.01,upsjobs,0.5,0.8,0.2,0,701.959,363.274
0.01,upsjobs,0.5,0.8,0.2,1,703.098,363.695
0.01,upsjobs,0.5,0.8,0.2,2,705.426,366.415
0.01,upsjobs,0.5,0.8,0.2,3,704.51,366.777
0.01,upsjobs,0.5,0.8,0.2,4,704.834,364.98
0.01,upsjobs,0.5,0.8,0.2,5,703.124,364.255
0.01,upsjobs,0.5,0.8,0.2,6,703.096,364.921
0.01,upsjobs,0.5,0.8,0.2,7,703.278,363.242
0.01,upsjobs,0.5,0.8,0.2,8,704.671,366.648
0.01,upsjobs,0.5,0.8,0.2,9,703.175,363.091
0.01,upsjobs,0.5,0.8,0.3,0,711.453,384.594
0.01,upsjobs,0.5,0.8,0.3,1,710.959,383.998
0.01,upsjobs,0.5,0.8,0.3,2,713.234,385.96
0.01,upsjobs,0.5,0.8,0.3,3,712.36,386.3
0.01,upsjobs,0.5,0.8,0.3,4,712.247,384.02
0.01,upsjobs,0.5,0.8,0.3,5,713.19,387.012
0.01,upsjobs,0.5,0.8,0.3,6,712.78,387.18
0.01,upsjobs,0.5,0.8,0.3,7,713.048,386.283
0.01,upsjobs,0.5,0.8,0.3,8,714.199,388.053
0.01,upsjobs,0.5,0.8,0.3,9,710.224,383.037
0.01,upsjobs,0.5,0.8,0.4,0,719.395,409.158
0.01,upsjobs,0.5,0.8,0.4,1,719.765,409.914
0.01,upsjobs,0.5,0.8,0.4,2,719.744,408.61
0.01,upsjobs,0.5,0.8,0.4,3,718.12,407.76
0.01,upsjobs,0.5,0.8,0.4,4,719.727,410.066
0.01,upsjobs,0.5,0.8,0.4,5,720.249,408.531
0.01,upsjobs,0.5,0.8,0.4,6,720.805,409.751
0.01,upsjobs,0.5,0.8,0.4,7,718.918,409.471
0.01,upsjobs,0.5,0.8,0.4,8,720.293,409.734
0.01,upsjobs,0.5,0.8,0.4,9,720.741,409.467
0.01,upsjobs,0.5,0.8,0.5,0,724.305,430.468
0.01,upsjobs,0.5,0.8,0.5,1,723.728,430.288
0.01,upsjobs,0.5,0.8,0.5,2,724.242,432.129
0.01,upsjobs,0.5,0.8,0.5,3,723.941,431.769
0.01,upsjobs,0.5,0.8,0.5,4,722.093,428.198
0.01,upsjobs,0.5,0.8,0.5,5,724.967,429.869
0.01,upsjobs,0.5,0.8,0.5,6,724.552,431.482
0.01,upsjobs,0.5,0.8,0.5,7,725.633,430.818
0.01,upsjobs,0.5,0.8,0.5,8,723.678,430.123
0.01,upsjobs,0.5,0.8,0.5,9,723.616,428.898
0.01,upsjobs,0.5,0.8,0.6,0,724.857,447.895
0.01,upsjobs,0.5,0.8,0.6,1,726.512,448.993
0.01,upsjobs,0.5,0.8,0.6,2,726.275,449.042
0.01,upsjobs,0.5,0.8,0.6,3,724.881,449.517
0.01,upsjobs,0.5,0.8,0.6,4,724.718,449.095
0.01,upsjobs,0.5,0.8,0.6,5,726.053,448.678
0.01,upsjobs,0.5,0.8,0.6,6,725.484,447.167
0.01,upsjobs,0.5,0.8,0.6,7,726.053,448.631
0.01,upsjobs,0.5,0.8,0.6,8,726.034,449.728
0.01,upsjobs,0.5,0.8,0.6,9,726.05,446.423
0.01,upsjobs,0.5,0.8,0.7,0,725.835,465.291
0.01,upsjobs,0.5,0.8,0.7,1,726.195,468.201
0.01,upsjobs,0.5,0.8,0.7,2,725.744,467.367
0.01,upsjobs,0.5,0.8,0.7,3,724.517,466.167
0.01,upsjobs,0.5,0.8,0.7,4,725.872,467.199
0.01,upsjobs,0.5,0.8,0.7,5,725.998,467.457
0.01,upsjobs,0.5,0.8,0.7,6,725.563,467.407
0.01,upsjobs,0.5,0.8,0.7,7,724.512,467.88
0.01,upsjobs,0.5,0.8,0.7,8,724.855,466.325
0.01,upsjobs,0.5,0.8,0.7,9,726.176,466.416
0.01,upsjobs,0.5,0.8,0.8,0,721.965,484.267
0.01,upsjobs,0.5,0.8,0.8,1,722.755,485.318
0.01,upsjobs,0.5,0.8,0.8,2,720.45,483.901
0.01,upsjobs,0.5,0.8,0.8,3,721.254,484.289
0.01,upsjobs,0.5,0.8,0.8,4,720.046,483.081
0.01,upsjobs,0.5,0.8,0.8,5,720.664,483.05
0.01,upsjobs,0.5,0.8,0.8,6,720.694,484.82
0.01,upsjobs,0.5,0.8,0.8,7,720.949,484.658
0.01,upsjobs,0.5,0.8,0.8,8,723.313,485.095
0.01,upsjobs,0.5,0.8,0.8,9,721.75,481.87
0.01,upsjobs,0.5,0.8,0.9,0,712.587,500.838
0.01,upsjobs,0.5,0.8,0.9,1,713.545,500.088
0.01,upsjobs,0.5,0.8,0.9,2,712.124,499.678
0.01,upsjobs,0.5,0.8,0.9,3,713.387,499.323
0.01,upsjobs,0.5,0.8,0.9,4,713.883,500.115
0.01,upsjobs,0.5,0.8,0.9,5,712.333,501.344
0.01,upsjobs,0.5,0.8,0.9,6,711.256,499.403
0.01,upsjobs,0.5,0.8,0.9,7,711.966,500.631
0.01,upsjobs,0.5,0.8,0.9,8,712.473,499.008
0.01,upsjobs,0.5,0.8,0.9,9,710.026,498.25
0.01,upsjobs,0.5,1.0,0.1,0,692.017,344.767
0.01,upsjobs,0.5,1.0,0.1,1,690.232,341.468
0.01,upsjobs,0.5,1.0,0.1,2,691.724,344.56
0.01,upsjobs,0.5,1.0,0.1,3,692.287,345.107
0.01,upsjobs,0.5,1.0,0.1,4,690.904,342.639
0.01,upsjobs,0.5,1.0,0.1,5,691.744,342.443
0.01,upsjobs,0.5,1.0,0.1,6,693.126,345.638
0.01,upsjobs,0.5,1.0,0.1,7,691.664,343.291
0.01,upsjobs,0.5,1.0,0.1,8,689.984,342.473
0.01,upsjobs,0.5,1.0,0.1,9,690.466,343.503
0.01,upsjobs,0.5,1.0,0.2,0,700.594,359.106
0.01,upsjobs,0.5,1.0,0.2,1,701.029,358.822
0.01,upsjobs,0.5,1.0,0.2,2,700.324,358.053
0.01,upsjobs,0.5,1.0,0.2,3,700.374,358.523
0.01,upsjobs,0.5,1.0,0.2,4,702.027,360.171
0.01,upsjobs,0.5,1.0,0.2,5,700.144,358.893
